,Unnamed: 0,Sentence,Label,Dataset
1179,4789,"As the pic dragged on , I thought I take heed a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the leave polarity .",0,train
2481,3931,Tells the story with such atmospheric ballast that shrug off the patch 's persnickety problems is only a issue of being in a shrug mood .,2,train
1004,2212,"That rarified movie that works on any number of levels -- as a moving picture of magic and arbitrariness for children , a heartfelt romance for stripling and a compelling argument about death , both pro and con , for adults .",4,train
253,3270,... either you 're leave to ecstasy with this claustrophobic construct or you 're not .,2,train
2349,6309,"The irony is unfocussed , while the storey operate nowhere .",0,train
1303,7129,A dispirited sci-fi comedy in which Eddie murphy deploy two guises and elaborate futuristic sets to no particularly memorable result .,0,train
1544,6191,"Despite its solemn acting , house is just some other unoriginal operate of the mill sci-fi film with a flimsy ending and lots of hype .",1,train
59,2744,"The stallion puke is tiptop , specially Sorvino .",4,train
1402,7722,... most looker will wish there had been more of the '' fairy '' and le of the '' imprecate . '',1,train
1001,8448,unmatched and uncanny .,1,train
458,1652,"come as a cagy physical exercise in neo-Hitchcockianism , this cagy and very satisfying image is more accurately Chabrolian .",4,train
2124,2304,"inventive , play , intoxicatingly sexy , red , self indulgent and maddening .",3,train
922,6952,dolman circumscribe himself to shtick and mawkishness -- the one bald and the other overemotional .,2,train
1445,7795,"alas , beat there is not flush one half the interest .",0,train
518,6714,ane sloughs peerless 's way through the mire of this alleged psychological thriller in seek of purpose or even a secret plan .,0,train
1222,6559,"A lilliputian less extreme than in the past , with longer expounding successiveness between them , and with fewer jape to break the tedium .",1,train
978,5480,"information technology would be great to see this crap squashed under a motortruck , rather a semi .",0,train
1512,2440,"If you do n't fly , you mightiness be make .",2,train
203,8527,astonishingly halt .,0,train
1368,3568,"Beautifully crafted and savagely honest , Promises offers an unexpected window into the complexity of the mediate East contend and into the humanity of its people .",4,train
479,6924,"a good-natured ensemble comedy that tries difficult to make the most of a bumper cast , but never quite a flummox off the ground .",1,train
905,4236,"An dread lot like one of Spears ' medicine videos in message -- except that it goes on for at least 90 more minutes and , worse , that you have to remuneration if you want to see it .",0,train
2206,5143,"formulaic to the 51st force , more same .",1,train
1076,3082,"plenteous in atmosphere of the post-war nontextual matter world , it deal to learn without reeking of research library dust .",3,train
857,8138,If A Few unspoiled Men severalize usa that we '' ca n't handgrip the truth '' than High Crimes poetically states at one point in this movie that we '' do n't care about the truth . '',2,train
1593,6016,"A sickening , tongue tied pot ... a scurvy ripoff of David Cronenberg 's brilliant ' Videodrome . '",0,train
267,1372,Audiard successfully maintains suspense on different take down passim a shoot that is both absorbing and compelling .,4,train
1983,7175,"In the terminate , Tuck Everlasting falls victim to that arrant brain teaser experienced by every man who ever lived too much to do , too little time to do it in .",1,train
2445,7218,vitamin a emphatically combine purse .,2,train
78,71,"Shamelessly recur to pee-related sight gags that might even stimulate Tom Green a grimace still , Myer 's energy and the silliness of it all finally run",2,train
1391,5566,one and only of the more glaring signs of this movie 's servitude to its superstar is the direction it skirts around any scenes that might have ask genuine playact from Ms. Spears .,0,train
2166,2406,"The performances of the nipper , untrained in playact , have an honestness and dignity that breaks your centre .",3,train
970,5852,"The gifted Crudup has the perfect face to play a handsome blank yearning to get himself , and his cipherlike personality and bad behavior would play mulct if the motion picture make love what to do with him .",1,train
1038,6248,"The narrator and the other characters try to convince us that acting transmogrify book of esther , but she 's never seen speaking on stage one feels cheat , and book of esther seems to remain an unchanged dolt .",1,train
2235,6615,"It chute more or less with little logic or continuity , presenting backstage byte of information that never come to a satisfying complete picture of this particular , anciently demanding m tier .",0,train
2384,5506,"It is most of the affair Costner moving picture are known for it 's sanctimonious , pietistic and so aegir to earn our love that you want to slap it .",1,train
1053,1527,"You crataegus laevigata think you have figured out the convict and the players in this debut celluloid by Argentine director Fabian Bielinsky , but while you were thinking someone made off with your billfold .",1,train
2336,4495,"yardbird parker updates the setting in an seek to make the film relevant nowadays , without in full understanding what it was that made the story relevant in the first place .",1,train
1600,3556,vitamin a metaphor for a contemporary urban chinaware seek for its identity .,3,train
4392,4552,Certainly .,2,train
3047,1857,Rodriguez has the chops of a school brat and imagination of a big kid ...,3,train
4339,2494,A participatory event that malnourished will gulp down frenzy .,2,train
3899,1544,You want to call 's,2,train
3443,6971,Even 's comic timing and famed charisma n't rescue effort .,1,train
3053,3106,He the guy you see .,3,train
3124,4268,It gets bogged by topical humour getting the truly,2,train
4278,1378,"Ambitious unsettling psychodrama takes , chilling advantage of rough-around-the-edges , constraints",3,train
3584,582,"Not of how they used , but they sometimes still be made .",3,train
3696,792,debut Koury .,4,train
3122,1253,"It 's film that 's destined to win a summer through word-of-mouth reviews and , not far down the line , a the 's animated classics .",3,train
3671,2177,If only had the story to .,1,train
2890,2227,"evocative imagery gentle , lapping rhythms this film infectious it gets under our and draws us in before plot kicks into gear",3,train
3470,3901,Smarter than its make it seem .,3,train
2965,1773,"The Woodman to directly influenced girl-meets-girl , but even is how its actually to understand what Allen 's romantic comedies so pertinent and enduring .",3,train
2932,8318,Compellingly watchable .,4,train
4102,4913,Leaves wondering less more about its Hitler and contrived nature of its conclusion .,1,train
3209,2405,once subtle and visceral the film never succumbs to the trap of the maudlin instead its unflinching gaze a measure of faith future .,4,train
4103,6831,n't shake Crossroads is nothing an hour-and-a-half-long Britney 's latest album,0,train
3520,4147,"I the usher and if she had to through it again , she ask raise",0,train
4488,4417,Frank McKlusky C.I. is that movie,2,train
3346,7838,"film never gets over its conventional arrangements , in terms of love , race , class",1,train
4288,3403,your senses and crash this wedding,4,train
4044,5790,"once lets her depraved leads meet , Denis ' story becomes a unsatisfying muddle",0,train
3853,49,"or not , it 's the most works 've",4,train
4327,2221,engaging formulaic sports that a charge of .,3,train
2990,1734,"As director , Paxton is surprisingly brilliant , sewing together what have a confusing horrifying into an and engrossing head-trip .",4,train
2619,4593,Hugh Grant 's act is so consuming it 's difficult to tell who the actors in the movie .,3,train
3603,137,A movie that at its best does just make the most out of its characters ' flaws insists virtue imperfection,2,train
2664,5996,'s ... determination to inject farcical drowns out romantic angle,1,train
3008,996,"Exploits headbanger stereotypes good fun , while adding bit of heart subject .",3,train
2685,8188,"... is still top-heavy guns cheatfully filmed martial arts , bloodsucker and jagged moves that no other purpose than to call to themselves",0,train
2641,3511,This is a film because is clear-cut hero and no all-out .,4,train
4006,2053,"to genre with a curiously stylized , of pure misogynist evil .",3,train
3670,4244,"At best , it 's Hawk more heart",3,train
3121,4463,Wait for it to hit cable,2,train
3549,112,The extent to which succeeds is impressive .,3,train
4048,6829,"Writer-director Randall has bitten off more than he or anyone else could , and his veers like a drunken driver through traffic",1,train
3726,4667,Blue is prolonged and boring it even to the barn-burningly movie it promised it be .,1,train
2699,60,"Opening with contrived , the only comes into its own in the half",2,train
3732,2375,"Although on a shoestring and unevenly acted , conjures Lynch-like of the rotting underbelly of Middle .",1,train
3871,6961,The truth about Charlie is that it misguided project .,1,train
4298,8493,Stay away .,0,train
3435,1772,wondered it would like to the middle of a war zone armed with nothing camera Oscar-nominated documentary takes you there .,4,train
2987,7745,slow-moving police-procedural thriller that takes its title all too .,1,train
3976,7363,"Hawke 's film , boring , pretentious waste of nearly hours , does n't tell you except that the Chelsea Hotel is , pathetic , artistes",1,train
2844,3314,"with an pedigree , mongrel pep , and almost plot complications .",2,train
3728,7869,Cattaneo reworks the formula made The Monty success ... but neglects to add the magic that made it all work,1,train
2764,7326,The never change .,1,train
3710,1099,fluid motion on number -- the demands made on -- and implies its wake the irreversible of history,3,train
4067,1838,more offended by his lack of faith his audience on display here,1,train
3091,828,"includes a fair share of dumb drug and predictable slapstick , '' Orange '' is funnier it would seem to have right to .",3,train
3225,3867,"A brilliant absurd that , in their own way sum up the strange horror of life in the new millennium .",3,train
3552,7052,"bleak , to say of boring",0,train
3341,2658,"More vaudeville show than , on those terms it 's and sweet",2,train
3373,7752,"several scenes of tacky nonsense , 'll wistful for testosterone-charged wizardry of Jerry Bruckheimer because Half Past Dead is like Rock on a Wal-Mart budget .",0,train
4378,6112,"No or changes , just for sharp objects to rip through .",1,train
3934,4046,"Passion , laugther and tears cascade over the effortlessly ...",3,train
2936,6322,"It has more in common a fireworks than a , is expected to have characters and a storyline .",1,train
2616,841,"It 's crafty , energetic and kid like a Ferris Bueller .",4,train
2588,7155,Everything that was about Blade is its .,1,train
3034,1864,"The director , Mark a job up a sinister , atmosphere though unfortunately all story gives us red lights , a noise , and a on the head .",3,train
3220,3107,'' like those that you when around a around midnight telling creepy stories to each other the .,4,train
3625,4432,"movie loaded good intentions , but his zeal to squeeze the action and our emotions dramatic arc of the Holocaust , Minac movie of all .",1,train
2781,3078,Its compelling mix trial movie movie and unexpected fable the never,3,train
2765,5328,Frida is easier swallow than Julie Taymor 's preposterous candy lacks considerable,1,train
3135,57,"A welcome relief from baseball movies that hard to mythic , this one a sweet and modest ultimately story .",3,train
3127,7045,"A of plot do justice the movie , that comes through all too painfully the execution",0,train
4317,6022,"A small in salaries and stunt might have been saved if the director , Tom Dey had spliced together bits and pieces Midnight Run 48 Hours and that , Shrek .",1,train
3246,5034,"Director Carl Franklin , crisp economical in False , bogs down in genre cliches here .",3,train
4446,1183,"The re-release of Ron Howard 's in the format absolutely that , really good things can come enormous packages .",3,train
4357,5713,substance and Crossroads comes up shorter than Britney cutoffs .,1,train
2801,7265,What 's the most positive thing can be about the Rob Schneider vehicle,2,train
4145,6168,The obligatory break-ups and hook-ups do to have much emotional impact the characters,2,train
2524,4911,I felt trapped and no escape for the 100 minutes,1,train
4026,6746,It 's road-trip drama too many wrong .,0,train
3617,6561,It 's everything 'd expect -- but nothing .,2,train
4009,3814,"Your 20th outing shows off a of vitality , get 's cameo does n't suck",3,train
3004,64,modern-day have nothing these guys it to scandals .,1,train
3634,4112,'s no getting around the fact is Of The Nerds Revisited -- .,2,train
3305,5714,"Cassavetes thinks he 's making Day Afternoon a cause but he 's done is to everything touches to a shrill , cartoon .",1,train
3207,2796,", how degraded things get .",3,train
3157,5702,"Fincher takes joy in making movies , and he gives none to the audience .",1,train
2769,834,thing abundantly clear,3,train
3735,4716,rather tired exercise nostalgia .,1,train
3563,2792,"A stylish , and , piece of .",4,train
4113,2877,"at of a dysfunctionally lifestyle and by the end , we wish we have more in its world",2,train
3006,5199,Frankenstein that careens satire to cartoonish slapstick Bartleby performs one very well,2,train
4229,662,be required viewing for civics and would-be public servants .,3,train
3742,4883,film should relegated to a dark video store corner is making its way instead to theaters .,0,train
4358,2394,The difference is that I truly enjoyed Martha while,3,train
2652,2503,Tian Zhuangzhuang returns to narrative filmmaking with a visually masterful work of quiet power,4,train
3380,6740,For its 100 running time 'll wait in vain for a movie happen,0,train
3169,1738,"The enjoy this wry adaptation V.S. Naipaul 's novel , but newcomers may find stifling a yawn two during the first .",2,train
3897,1360,is to 1970s films,4,train
3024,4664,"However the material , Lawrence delivery remains perfect his great is can actually trick into thinking of this worn-out , pandering palaver is funny .",2,train
4101,1736,Daughter From Danang sticks with its subjects little tells a deeper story,3,train
3691,6417,Troll the section of your local for the deal .,2,train
3995,3468,Take nothing and the ride .,3,train
2639,6329,John The horns in and steals show,3,train
3679,3957,"This look as as the latest news footage from Gaza and , because of its heightened well-shaped dramas , twice as .",4,train
4209,6018,"Despite its raucous intent , XXX as a Nike ad and as rebellious spring .",2,train
2882,3737,"Starts slowly , but Adrien Brody -- in title role helps film 's conclusion satisfying .",3,train
2902,4242,Journalistically dubious inept dull,0,train
2758,3186,"Not film for the faint of heart conservative of spirit , but the of -- especially San Francisco lovers -- it a spirited film and a must-see .",3,train
3765,6422,"If you 're looking tale of Brits behaving badly , Snatch again",2,train
2729,6487,Behind glitz Hollywood is and .,0,train
2707,3860,Crush is so warm you might able to its mean-spirited half,3,train
2776,3965,aboriginal an extraordinary poignancy and the story itself could be out working community in the nation .,3,train
4242,8262,' silver for director Marshall 's intense freight train a film ',3,train
2982,1383,Blithely anachronistic and slyly achronological,2,train
4166,5196,Schneidermeister Makin ' fool of ... Losin ' his fan ...,1,train
4429,5160,Lame Sweet Home leaves no Southern stereotype unturned,1,train
2503,2773,repeatedly the joie de vivre even as he creates giving movie a mournful undercurrent that the in welcome .,4,train
2666,3173,Gloriously straight from vagina,2,train
4398,1997,Co. manage to be spectacularly .,4,train
2817,6612,"The film weighed down by supporting too , wise and knowing or downright comically evil",1,train
3551,6210,Trouble Every is a success in some sense but it 's hard to a so cold dead .,1,train
4049,5564,is so to make an important film human infidelity happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits,1,train
2808,1531,Exhilarating but blatantly biased .,3,train
2615,3335,Norton is magnetic as Graham,3,train
3302,4744,this is n't even a movie we can it one fear and are provoked to levels .,0,train
4222,5410,"Judd 's characters ought to pick up the durable Smart Women , Foolish Choices advice",1,train
2565,6593,"It affect on the , it wore me down",1,train
3977,1606,Bouquet a performance that is masterly .,4,train
2564,8359,See it .,4,train
4158,5667,real question this poses is not ' Who ',2,train
2655,3020,Gives everyone something to about .,4,train
2623,5395,It fitting that a movie as and soulless The Country Bears owes to animatronic display Disneyland .,0,train
3961,8291,Is '' '' the price of admission,2,train
4370,6136,One of the highly-praised disappointments I 've had misfortune to in quite some .,0,train
3758,1945,is the .,4,train
3213,7097,"Most of information has already appeared forum another and , matter how Broomfield dresses it tends to conspiracy at , circumstantial",1,train
2598,4857,the phone a tells you you 've days left to live .,2,train
3947,1033,"A gorgeously strange Heaven is deeply concerned with , it refuses things out for viewers",3,train
3160,2565,A moving and important,4,train
4491,3695,"to be more on an level , funnier , and on whole less detached .",2,train
3366,1113,I have laughed that hard in,4,train
3196,5373,But the cinematography is the picture making becalmed .,1,train
3816,4335,"It up a classic mother daughter in recycled new bow and audience can tell all new , at looks .",2,train
2573,2570,a cruelly funny on comedy packed with inventive tricks and an soundtrack,3,train
3433,3946,of wonders -- a teen with a humanistic message,3,train
3894,7484,"Like Mike is and uninventive movie Like the exalted Jordan referred to title , can aspire but none can .",1,train
2979,1595,film grows on you .,3,train
3447,6023,"An amateurish , acting exercise shot on digital video",0,train
3482,3216,Cool gadgets and creatures keep this fresh .,4,train
2656,4029,"With its jerky hand-held and documentary feel , Bloody Sunday is a of a very bleak day .",2,train
3298,7531,Fans so-bad-they - good cinema some fun in this jumbled mess .,2,train
3337,4090,The execution is so pedestrian the most we can make that Rob Schneider actually turns a convincing performance as prissy teenage .,2,train
3553,6607,movie with its own solemn insights work up much entertainment value,1,train
4274,5983,an movie with an icon who been all but decommissioned .,1,train
3554,7241,"A bizarre piece work , with and dialogue the level of kids television and plot threads morose as teen pregnancy , rape and suspected",1,train
3497,1665,"Be prepared to of your , with suspense .",4,train
3790,236,"Despite its Hawaiian , the science-fiction trimmings and some of slapstick the basic plot of '' Lilo have been vintage Temple script .",1,train
3200,8116,Swiftly into a obvious melodrama and rough-hewn vanity project lead actress Andie MacDowell,0,train
3932,3649,The film was immensely to by both Steve Buscemi Rosario ...,4,train
3472,4527,The Girl is a film in which the talent is but the results are underwhelming,1,train
4337,7299,is one baaaaaaaaad movie .,0,train
2522,1442,", sometimes and often fabulous , solid , noteworthy characters , delicious dialogue and a wide supply of effective sight gags .",3,train
3315,2519,That 's its,1,train
2850,7428,Witless and utterly .,1,train
2855,8060,"Though there 's a clarity of purpose to the 's , the drama rigged and .",1,train
2603,7282,'' '' will wanting to the theater,0,train
2744,1322,"not quite a , the film tackles its serious subject open mind and considerable good cheer , never than engaging .",2,train
3347,4099,"The criticism never rises above easy , potshots morally bankrupt characters ...",1,train
2912,4679,"Ultimately , the of the people be that jazz was about '' '' 2002 .",1,train
2778,4682,A pleasant and enough sit but the best of both worlds it ends up falling short as a .,1,train
2572,4973,Frankly it 's pretty stupid .,1,train
2649,1088,A well told,4,train
4451,4877,It 's uninteresting .,0,train
3176,423,"Well-acted and , for its not too pretentious",4,train
4282,1604,"With 2 Island of Lost Dreams however , Robert Rodriguez adorns his family-film with elegance and that even most contemporary adult movies are",4,train
2579,3445,"Conceptually Plays living-room War The , gaining most of its unsettling force from and the unknown .",3,train
3800,5772,At every opportunity to clever the right over the kills every sense believability ... all you left no-surprise of explosions and violence while like he 's to laugh at how,1,train
2718,6075,"Even as hero the story rediscovers passion life , the oddly detached .",1,train
3707,7368,Appropriately cynical social commentary 9 never .,1,train
3138,1440,A dashing and absorbing outing one France most inventive directors .,3,train
3974,7254,"What 's most offensive is the waste of good cast , but film denial sincere grief in favor of spiritualism",0,train
2532,8355,A masala .,3,train
3061,5516,Super is odd amalgam of existing somewhere often riffs of early Zucker Brothers Abrahams films the foul stylings contemporaries The Farrelly Brothers .,2,train
4124,3080,Reynolds takes classic talented actors and uses a magnificent landscape to create a feature wickedly to,4,train
3796,2236,Features one most affecting depictions of a love affair ever committed to film .,4,train
3311,4589,"this so-called satire has any sting it , as if Woody is afraid biting the hand that has , some extent warmed up to .",1,train
4154,944,' a child with an important message to tell ... Skins ' are easy to forgive because the intentions . ',2,train
4287,2261,"is the left of on the political spectrum her tough , funny chaotic show n't subversive so as is nit-picky the hypocrisies of our",2,train
3536,3561,Entertaining premise thesis that women from Venus men from can indeed,2,train
3439,164,exhilarating of movie .,2,train
3048,7959,in period costume and with a bigger budget,2,train
3210,4345,"build feel-good fantasy around dictator-madman off-putting , to say the least , not to mention and wildly undeserved",0,train
3145,3997,"With '' the Killer '' , Miike Japan wildest filmmaker gives us a crime fighter carrying emotional baggage Batman",1,train
3687,1867,Steers refreshingly clear of the usual cliches .,3,train
3908,7808,"for sympathy like a temperamental begging for attention , giving audiences reason care for its decrepit freaks beyond the promise of a reprieve incessant whining .",0,train
4090,5992,We an actor is great to watch performing in a film is mildly,2,train
2931,3705,"Affable if not timeless , Like Mike some while delivering a wholesome fantasy for .",3,train
3823,3636,Director Roger offers just enough sweet traditional romantic comedy to the crudity .,3,train
4487,848,and Z-Boys more exposes the of skateboarding boom would '' the punk kids ' revolution . '',2,train
2961,1728,Ghostbusters has a used Manhattan architecture in such a goofy way .,4,train
4059,6761,"... a low featuring n't act only echoes Jordan , and weirdo actor Crispin Glover old school .",1,train
2691,8054,"with tragedy liberally seasoned with emotional outbursts ... What is sorely missing however , the edge of wild , lunatic that associate Cage 's acting",2,train
4207,4873,Never on this and opts for the breezy and of an after school special on the subject of tolerance,0,train
3387,4487,Innocuous to even Van Damme good,2,train
3688,5454,does a gift for generating nightmarish images that will be hard burn out of your brain .,2,train
3003,8242,"By the of the movie , 're definitely convinced these are",3,train
4366,4306,"You laugh quite and and half , but come feeling strangely .",2,train
3708,3137,Splendidly the ability of the to overcome .,3,train
2653,610,That Storytelling has value not be denied .,4,train
3741,7634,Their is neither nor comic it 's just a weird fizzle .,1,train
3205,649,creaky staircase gothic .,2,train
3495,5476,Ever see one of comedies that just seem like a idea from frame,1,train
3241,6462,"amateurish cinematography the clumsy , the is insipid and the is once luridly graphic laughably unconvincing .",0,train
3761,3088,A straight-shooting family film awards animals the respect they 've rarely given .,4,train
3116,6327,"only problem is , the end , one in the audience or film seems to really care .",0,train
4175,8444,Decent dull .,1,train
2795,7590,A sustained fest of between actor and director scant place for viewer .,1,train
3574,6862,But,1,train
2905,51,"... a spoof comedy that carries share of -- sometimes a , sometimes guffaw , to , occasional belly laugh .",4,train
4433,353,"A , tribute the of York 's finest and understated of the grief shared by nation at .",4,train
3545,5383,"that setting , their struggle is simply too and borderline insulting",0,train
3099,1519,"Moore has the of highly , self-aggrandizing , politically motivated documentary-making , he got as topic as ever here .",3,train
4187,2407,"Despite its lavish formalism intellectual austerity , film to you the your seat shape-shifting , political brushes calamity .",3,train
4235,3487,"Lovingly photographed in the manner of Book sprung to life , Stuart Little sweetness largely without .",4,train
3630,8302,"If only it were , funnier",1,train
3065,1100,"Alternately and sad aggravating soulful , scathing and joyous .",3,train
2662,3069,Not only coming-of-age story and parable but a perfectly rendered piece,4,train
3254,1777,"may be a too enigmatic overly ambitious to be fully , Sprecher and her screenwriting and sister , Sprecher , do n't seem ever out .",2,train
4373,6734,"Stitch is bad mannered , ugly little .",0,train
2872,8382,.,3,train
2710,884,"An awfully good , achingly",3,train
3275,5264,It just did mean to me and played too skewed to ever a hold or entertained by .,0,train
2504,4331,An raucous and sappy ... be wise send your .,1,train
4093,6767,"a tighter editorial process and direction this material could especially since the actresses in the lead roles are all more than competent , as is Personal Velocity seems idling in neutral .",1,train
3174,2904,"It is however , a completely , open-hearted that should to anyone willing succumb to it",4,train
4039,4145,"biggest problem Avary uproar against the MPAA is that in director cut glory , he a film that 's shocking barely most of all , barely .",0,train
2949,1433,A playful about openness the need for diverse political perspectives to along their ideological .,3,train
4279,3303,"Colorful , energetic whimsical ... the rare sequel 's better .",4,train
4023,8137,in everything pulling the pin from a grenade with his teeth Windtalkers to have old World II for material,1,train
3729,6675,Deserves marks courage barely gets by on its artistic .,2,train
3556,5353,"The impulses produced this project ... are , results are uneven",2,train
3367,169,"picture uses a heartfelt conviction to tell story discovering your destination in life but acknowledging the places , and the people , from whence came .",3,train
3653,7426,Like Hot the proves once a man drag is not in and of himself funny,1,train
4218,6949,It is n't that Stealing a -- only it were grand a failure,0,train
3927,2427,An energetic with that never .,3,train
4351,3799,"Made-Up lampoons the moviemaking , while shining a not particularly flattering spotlight America of pulchritude",2,train
3676,8452,Pompous and garbled,0,train
3261,3243,"A , beautifully realized psychological mood piece that reveals first-time feature 's understanding the expressive of camera .",4,train
3451,152,Australia Land Time is an enjoyable Big primarily because Australia is a weirdly beautiful place,3,train
2591,3377,Like these guys their instead found their .,2,train
3534,7398,Becomes a bit of a mishmash a does n't and a thriller wo .,0,train
3334,5442,"Ends mostly about ravishing costumes , production design and 's wacky decision to stand her no matter how times that disloyal satyr .",2,train
3230,3548,Williams absolutely nails 's queasy infatuation overall,3,train
2628,5349,Coppola has a film of intoxicating atmosphere and little else .,3,train
2904,6149,I believe a is going to show soon .,3,train
4062,4607,The only that distinguishes a Randall Wallace film from any other is fact there is nothing distinguishing in Wallace film,0,train
3740,4230,from every pore,2,train
3001,522,absorbing unsettling psychological drama .,3,train
3911,4950,take and have him with funny,1,train
3791,535,"While film is entirely successful , it still manages to string together enough charming work",3,train
4458,675,"You really have salute writer-director Haneke adapted Elfriede Jelinek 's for making a film that n't nearly as graphic but much more , shocking and difficult to watch",2,train
4002,4594,"Although sequel all the elements of the original , the film 's lovely flakiness , replaced the forced funniness found the kiddie",0,train
4468,7261,At old-fashioned in its plotting and heavy-handed in to modernize it with encomia to diversity and tolerance .,1,train
2552,7275,'ll find wishing that you and were in movie .,0,train
4375,4065,Mazel tov film about a 's life acting Yiddish .,4,train
4265,5091,"After you laugh maybe twice , you will movie by the time you get back your in the parking",0,train
3985,5464,Gets bogged down by overly sillified stop-and-start,1,train
3171,2993,Mark Pellington 's latest thriller is as kooky spooky and subtly in love myth .,3,train
3523,1750,Lillard is born to play Shaggy,4,train
2521,6883,of the made me want raw dough my ears .,0,train
3407,1268,Another love in 2002 's procession sweeping that have the romance genre .,3,train
2748,4666,The Tuxedo was n't just bad it was as my friend David Cross would call ' of ' .,1,train
3203,5806,A selection scenes in search of a movie,1,train
2584,4483,average action film from several moments supplied by Epps,2,train
3544,507,But it does somehow manage to get its spell,3,train
2868,5224,"ought to exploring women 's inner , but it beyond .",2,train
4388,1629,"Denis accomplishes his chilling , unnerving a double portrait of two young women whose lives were claustrophic suffocating and chilly attics they were consigned",3,train
4263,1722,Frequent genuinely ... keep the movie through hackneyed elements with enjoyable .,3,train
2692,3464,Elling builds until you feel fully this .,3,train
3137,330,The fabric is hypnotic Mr. fosters moments of spontaneous intimacy .,4,train
3375,3178,A classic fairy that perfectly captures the wonders and worries of childhood in a way that few movies have approached .,4,train
3214,5550,movie that ca n't get sufficient from Leroy delusions influence .,1,train
4040,7065,Far than .,4,train
3900,7556,"It 's as if Solondz had two ideas for movies n't really figure out how to out , so he just slopped em together here",1,train
3056,2950,The cast is on and the mood is back .,3,train
2720,3777,But 's deranged immediacy makes again,3,train
3565,4522,"Children of Century , though well dressed and well made , falls prey to the contradiction that afflicts so many movies writers .",2,train
4130,1605,"Based on Barry 's popular of same name , movie from a writer plot out all of the ' and overlapping story .",3,train
3020,3786,A sense of real perhaps,3,train
4237,6782,"movie has generic virtues , and despite a lot involved talent , done numbers .",2,train
3527,7313,More of the old has been trying to off as for some time .,0,train
2981,4051,"Critics a too , and too-extreme-for-TV rendition the notorious MTV show delivers the outrageous , , in visceral .",2,train
2605,7323,"Unspeakable , of course barely begins to describe the and its complications .",0,train
4028,3875,Even though the film does n't manage to hit of marks it still entertaining to watch target .,3,train
4055,1002,At times Auto so might watching telescope .,1,train
2728,2269,Vividly conveys the shadow of the between two English .,2,train
2556,7616,"A dull , stereotypical of , death and mind-numbing indifference on the streets .",0,train
3851,7658,"feels as if 's a choke your neck so director Nick can give a good , yank he wants to .",0,train
4333,2286,"Raimi matured a bit with , even though it one of the white toast comic book you ever see .",2,train
4142,6904,of Benjamins ' elements feel like they 've been patched in an episode of Vice .,2,train
2907,3200,Although largely a heavy-handed indictment parental failings the indifference of Spanish social workers legal system towards child abuse film retains ambiguities that make worth watching .,3,train
2770,2072,Prepare to .,3,train
4100,5728,"... a plotline that as lumpy as two-day old porridge ... the filmmakers paws sad to , were over this un-bear-able ''",0,train
3186,2549,The movie 's seams show but gives '' Mothman '' an irresistibly ambience goes long way keeping the picture compelling .,3,train
2546,4492,"All movie long , City by the swings approach to the but in the end , it in formula -- which is a Niro , McDormand good actors the cast .",1,train
3397,362,"There is a subversive element to this Disney cartoon , providing .",3,train
4436,4834,Wildly incompetent but Past Dead -- or for Seagal pessimists Totally Past His Prime .,1,train
4056,2591,simply ca recommend .,3,train
3970,358,"A rewarding experience as enlightening , and entertaining as Grant 's two best films -- Four Weddings and a and Bridget Jones Diary .",4,train
4117,7322,"slight , as were extended , albeit one made by smartest kids in .",2,train
3274,8270,"Yep , it 's '' Waking up in Reno . ''",2,train
4244,4088,"Here , common window , along hail of bullets , none of which to hit Sascha",1,train
3389,3386,"Like blended lipstick , these into terrific story with of laughs",4,train
3731,3480,"been those years when the grooved over into the '70s , but words n't really do the justice .",3,train
3678,392,"With of her three protagonists , Miller eloquently captures the moment when a 's life of a deep-seated , need is about to turn a different path",4,train
3083,4824,and pedestrian as catsup,0,train
2787,2972,The is,3,train
2726,2446,Succeeds where its recent miserably because it demands that dreadfulness of from both .,3,train
3614,8086,feels like very light Morris focusing eccentricity failing ultimately to make bigger out its scrapbook oddballs .,1,train
2709,2164,The dig themselves in deeper every they toss and science into what is essentially a '' Dungeons Dragons fantasy modern military,1,train
2558,7255,"Sunk by way too much indulgence scene-chewing , .",0,train
3166,3950,With the prospect of films like Kangaroo to burst across America 's winter movie it a pleasure to have a film The as an .,3,train
3446,5599,"You up simply admiring this bit that , this performance or that .",2,train
4272,459,"You forget about by Monday , though , and if they 're old enough to developed some taste , kids",0,train
4025,4132,The Country Bears has no will or frighten young .,2,train
3907,4476,that loses sight of its own story,1,train
3994,5617,The verdict bodies and hardly a laugh them,1,train
4081,6873,Aimed squarely at the least demanding demographic groups very children who be delighted simply time familiar characters .,2,train
3684,4618,It all looks and plays million version a game you 're more likely to enjoy on computer .,1,train
4410,3916,"the film vision of sport as a secular is bit cloying , its and heartening in that season marks a start .",3,train
4297,327,Cusack 's brilliant in this .,4,train
4332,7956,result is so tame even kids would quickly change channel .,1,train
3322,5870,It wasted like once promising and the once grand Long .,1,train
3368,3337,"It the rug out from under , when you 're ready to , or really sympathize another character , something send you off in different",2,train
2704,1524,Its flame-like roiling black-and-white trembling and .,3,train
3430,7520,"It 's as Allen , 66 , has stopped challenging .",1,train
3037,2540,Brosnan gives a portrayal solid and as perfect as his as Bond Another,4,train
3598,5345,film has this sneaky to it as if the dupe viewer into taking it as Important because is ugly to look at not a Hollywood product,0,train
