,Sentence,Label,Dataset,Unnamed: 0.1
5719,"Sparkles in its deft portrait of Tinseltown 's seasoned veterans of gossip , wealth , paranoia , and celebrityhood .",2,train,
5720,Too bland and fustily delicious to truly lascivious.,1,train,
5721,... '' bowling for aquilege '' remains a disquieting and challenging motion picture ...,3,train,1123.0
5722,This is the hooey that walter elias disney motion picture are piss of .,3,train,3358.0
5723,I hate the feeling of having been slimed in the name of High Art .,0,train,
5724,Those seeking a definitive account of Eisenstein 's life would do better elsewhere .,1,train,
5725,"If ever such a dependable concept was botched in execution , this is it .",0,train,
5726,"To better understand why this did n't connect with me would require another viewing , and I wo n't be sitting through this one again ... that in itself is commentary enough .",0,train,
5727,The movie is a desperate miscalculation .,0,train,
5728,"Every potential twist is telegraphed well in advance , every performance respectably muted ; the movie itself seems to have been made under the influence of Rohypnol .",2,train,
5729,film This biggest problem,1,train,4443.0
5730,"If you go into the theater expecting coolant scary, action-packed, you may soon be looking for a signal.",1,train,
5731,It offers a glimpse of the Solomonic decision facing Jewish parents in those turbulent times : to save their children and yet to lose them .,3,train,
5732,"If you do n't ... well , skip to another review .",2,train,
5733,In an art film!,3,train,
5734,Their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes .,0,train,
5735,A sincere but dramatically conflicted gay coming-of-age tale .,2,train,
5736,"Considering the materials and the looseness of the time, too, to picture it as actors «workshop gradually, like səkilsiz begin.",0,train,
5737,"Goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing ... but she and writing partner Laurence Coriat do n't manage an equally assured narrative coinage .",3,train,
5738,"As it stands , Crocodile Hunter has the hurried , badly cobbled look of the 1959 Godzilla , which combined scenes of a Japanese monster flick with canned shots of Raymond Burr commenting on the monster 's path of destruction .",1,train,
5739,"It 's difficult to conceive of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny .",0,train,
5740,But Toback 's deranged immediacy makes it seem fresh again .,3,train,
5741,"Disgusted with seemingly lazy material and the final product's look is not the problem, director Fisher Stevens dips inexplicably important moments of the film in water colors waking life.",1,train,
5742,"It provides a grim , upsetting glimpse at the lives of some of the 1.2 million Palestinians who live in the crowded cities and refugee camps of Gaza .",2,train,
5743,It a bad sign in a when you instantly .,1,train,5290.0
5744,"Hopelessly inane , humorless and under-inspired .",0,train,
5745,"One of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning .",4,train,
5746,The dirty jokes provide the funniest moments in this oddly sweet comedy about jokester highway patrolmen .,3,train,
5747,The film jolts qosloba from the audience - as if by game animals.,3,train,
5748,"Confessions may not be a straightforward bio , nor does it offer much in the way of Barris ' motivations , but the film is an oddly fascinating depiction of an architect of pop culture .",3,train,
5749,"Color, music and life with the obvious - it is a gorgeous film.",4,train,
5750,Will allow many ministers and Bible study groups hours of material for discussion.,3,train,
5751,antiophthalmic factor '' smuggled capital of texas business leader '',2,train,3894.0
5752,"If the material is slight and admittedly manipulative , Jacquot preserves Tosca 's intoxicating ardor through his use of the camera .",3,train,
5753,Hartley adds the and touches satirical quirky in screenplay enough film keep the to entertaining .,4,train,1107.0
5754,A movie that at its best does just make the most out of its characters ' flaws insists virtue imperfection,2,train,137.0
5755,"Scherfig , who has had a successful career in TV , tackles more than she can handle .",1,train,
5756,This painfully unfunny farce traffics in tired stereotypes and encumbers itself with complications ... that have no bearing on the story .,0,train,
5757,"The whole affair , true story or not , feels incredibly hokey ... ( it ) comes off like a Hallmark commercial .",1,train,
5758,The movie is not as terrible as the synergistic impulse that created it .,1,train,
5759,"the film does n't sustain its initial promise with a jarring , new-agey tone creeping into the second half",1,train,
5760,"Meticulously mounted , exasperatingly well-behaved film , which ticks off Kahlo 's lifetime milestones with the dutiful precision of a tax accountant .",3,train,
5761,Watching these eccentrics is both inspiring and pure joy .,4,train,
5762,Brave and sweetly rendered love story .,3,train,
5763,"Deadly dull , pointless meditation on losers in a gone-to-seed hotel .",1,train,
5764,"That ' alabama ' manages to be pleasant in spite of its predictability and casual slowness is imputable primarily to the perkiness of Witherspoon who is always a joyfulness to watch , even when her material is not first-rate ...",3,train,1435.0
5765,The only that distinguishes a Randall Wallace film from any other is fact there is nothing distinguishing in Wallace film,0,train,4607.0
5766,` Tobey Maguire is a poster boy for the geek generation . ',2,train,
5767,"The movie is almost completely lacking in suspense , surprise and consistent emotional conviction .",0,train,
5768,Michele is a such a brainless flibbertigibbet that it 's hard to take her spiritual quest at all seriously .,1,train,
5769,"Franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance SONNY needs to overcome gaps in character development and story logic .",0,train,
5770,This will guarantee you leave the theater with a smile on your face.,4,train,
5771,"His impressive paintings crematorium chimney fires and piles of dead bodies are being undermined film presentation, which is too theatrical.",1,train,
5772,"Spectacular in every sense of the word , even if you don ' t know an Orc from a Uruk-Hai .",4,train,
5773,An instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product .,1,train,
5774,"As the title character, Esther Kahn is unusual, but, unfortunately, and irritating.",1,train,
5775,A raunchy and frequently hilarious follow-up to the gifted Korean American stand-up 's I 'm the One That I Want .,3,train,
5776,"If the plot seems a bit on the thin side, it is because Panic Room interested in nothing more than to fuck you ... and make you sweat.",3,train,
5777,"Shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to Earth for harvesting purposes .",3,train,
5778,"Tony Gayton 's script does n't give us anything we have n't seen before , but director D.J. Caruso 's grimy visual veneer and Kilmer 's absorbing performance increase the gravitational pull considerably .",2,train,
5779,We just do n't really care too much about this love story .,1,train,
5780,A surprisingly sweet and gentle comedy .,3,train,
5781,An spark made and more edited picture it at the pipeline least has a intelligently of life to that -- beautifully than you can say for plenty of movies that flow through the Hollywood a without very hitch .,4,train,2837.0
5782,Culkin turns his character into what is basically an anti-Harry Potter -- right down to the Gryffindor scarf .,2,train,
5783,"Tells a fascinating , compelling story .",4,train,
5784,"The sequel is everything the original was not : contrived , overblown and tie-in ready .",2,train,
5785,"... a sweetly affecting story about four sisters who are coping , in one way or another , with life 's endgame .",3,train,
5786,"In his latest effort , Storytelling , Solondz has finally made a movie that is n't just offensive -- it also happens to be good .",3,train,
5787,"Bisset delivers a game performance , but she is unable to save the movie .",2,train,
5788,Its vision of that awkward age when sex threatens to overwhelm everything else is acute enough to make everyone who has been there squirm with recognition .,2,train,
5789,"This is ... worth the extra effort to see an artist, is also committed to increase his ninth decade, changes, while remaining true to their principles with the film, its theme is very, very sharp, dangerous for those efforts .",3,train,
5790,then graphic a portrait of a woman devour by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional specter of a freshly painted Rembrandt .,4,train,1508.0
5791,The dialogue that made me want to pack raw dough in my ears.,0,train,
5792,Despite its intriguing atmosphere ... the drama is finally too likely to leave a lasting impression.,2,train,
5793,Stuart 's poor-me persona needs a whole bunch of Snowball 's cynicism to cut through the sugar coating .,2,train,
5794,' Alice 's dangerous undertaking through the face glass and into zombie-land ' is fill up with strange and tremendous creatures .,3,train,3163.0
5795,"Payami tries to raise some serious issues about Iran 's electoral process , but the result is a film that 's about as subtle as a party political broadcast .",1,train,
5796,Warmed-over hash .,2,train,
5797,"Like life on the island , the movie grows boring despite the scenery .",0,train,
5798,"At times THE GUYS taps into some powerful emotions , but this kind of material is more effective on stage .",2,train,
5799,"Huppert's show to steal, and she makes a meal of it, channeling Kathy Baker's scary turn as printed mother of the Boston Public as much as 8 women's Augustine.",3,train,
5800,Will someone who is not a subscriber Fangoria be excited that it has not gone straight to video?,1,train,
5801,Needs more impressionist motion picture photography and tickle pink point-of-view shots and fewer slow-motion ' grandeur ' shots and quick-cut edits that oftentimes detract from the athleticism .,1,train,6113.0
5802,"Expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .",3,train,
5803,"despite its old-hat set-up and predictable plot , conglomerate still has plenty moment to keep it entertaining .",3,train,1835.0
5804,"( Ramsay ) visually transforms the dreary expanse of dead-end distaste the characters inhabit into a poem of art , music and metaphor .",4,train,
5805,This is more fascinating -- being real -- than anything seen on Jerry Springer .,4,train,
5806,group a wild bait with eight lodger from Venice Beach that was a deserved co-winner of the consultation Award for documentaries at the Sundance Film Festival .,4,train,2110.0
5807,"Cruel and inhuman punishment cinematic degrades the characters, stars and audience.",0,train,
5808,"The joke , and the handwriting , are a amalgamate bagful .",1,train,4177.0
5809,The quirky and recessive charms of co-stars Martin Donovan and Mary-Louise Parker help overcome the problematic script .,3,train,
5810,"A summer entertainment adults can see without feeling embarrassed , but it could have been more .",3,train,
5811,A realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales .,3,train,
5812,"The notion of deleting emotion from people , even in an advanced Prozac Nation , is so insanely dysfunctional that the rampantly designed Equilibrium becomes a concept doofus .",0,train,
5813,A behind the scenes look at the training and dedication that goes into becoming a world-class fencer and the champion that 's made a difference to NYC inner-city youth .,2,train,
5814,The skirmishes for of . among power waged predators settle into an undistinguished rhythm artificial victims suspense and,1,train,4262.0
5815,"Strange , funny , twisted , and .",4,train,461.0
5816,A mesmerizing cinematic poem from the first frame to the last .,4,train,
5817,It just did mean to me and played too skewed to ever a hold or entertained by .,0,train,5264.0
5818,"The problem is that for the most part , the film is deadly dull .",0,train,
5819,"A hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as Grant 's two best films -- Four Weddings and a Funeral and Bridget Jones 's Diary .",4,train,
5820,`` The best Disney movie since the Lion King '',4,train,
5821,It 's pretentious in a way that verges on the amateurish .,0,train,
5822,Makes a joke out of car chases for an hour and then gives us half an hour of car chases .,0,train,
5823,"Slow and ponderous , but Rohmer 's drama builds to an intense indoor drama about compassion , sacrifice , and Christian love in the face of political corruption .",3,train,
5824,... a sooner flat intimacy .,1,train,8065.0
5825,Two Weeks Notice has appeal beyond being a Sandra Bullock vehicle or a standard romantic comedy .,3,train,
5826,"It lacks the compassion , good-natured humor and the level of insight that made ( Eyre 's ) first film something of a sleeper success .",1,train,
5827,"There 's the plot , and a maddeningly insistent and repetitive piano score that made me want to scream .",1,train,
5828,"Ourside the field of operations Roger might be intolerable party , but inside it he 's advantageously worth expenditure some time with .",4,train,2888.0
5829,Riveting film about power and sadness.,4,train,
5830,This is one of the thrillers outstanding recent years.,4,train,
5831,At old-fashioned in its plotting and heavy-handed in to modernize it with encomia to diversity and tolerance .,1,train,7261.0
5832,"It made me feel unclean , and I 'm the guy who liked There 's Something About Mary and both American Pie movies .",0,train,
5833,"As a film director , LaBute continues to improve .",3,train,
5834,The filmmakers lack the nerve ... to fully exploit the script 's potential for sick humor .,2,train,
5835,rarely have atomic number  seen a film so leave to champion the fallibility of the human being heart .,4,train,2711.0
5836,processor . word ' Reyes,2,train,7017.0
5837,"They are just a couple of cops in Copmovieland, these two, but in Narc, they will find new routes through a familiar neighborhood.",3,train,
5838,"A clumsily manufactured exploitation flick , a style-free exercise in manipulation and mayhem .",1,train,
5839,A rambling ensemble piece with loosely connected characters and plots that never quite gel .,1,train,
5840,"A bizarre piece of work , with premise and dialogue at the level of kids ' television and plot threads as morose as teen pregnancy , rape and suspected murder",1,train,
5841,"If you 're not deeply touched by this movie , check your pulse .",4,train,
5842,It 's Quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer .,4,train,
5843,"Coppola's directorial debut incredibly layered and stylistic film, which, although quite slow paced, almost humdrum approach to character development, it manages to at least attempt a decent cinema.",3,train,
5844,"Hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves , it will gratify anyone who has ever suspected Hollywood of being overrun by corrupt and hedonistic weasels .",4,train,
5845,"There are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys .",3,train,
5846,( Breheny 's ) lensing of the New Zealand and Cook Island locations captures both the beauty of the land and the people .,4,train,
5847,` Enigma ' is the kind of engaging historical drama that Hollywood appears to have given up on in favor of sentimental war movies in the vein of ` We Were Soldiers . ',2,train,
5848,( A ) stale retread of the '53 original .,1,train,
5849,Old-fashioned drama of substance about the teacher's slide down the slippery slope of dishonesty after the encounter with the rich and powerful who have nothing but disdain for virtue.,3,train,
5850,Gaghan ... has thrown every suspenseful cliché in the book at this nonsensical story .,1,train,
5851,It 's a wise and powerful tale of race and culture forcefully superb performances throughout .,4,train,883.0
5852,Boasts enough laughable dialog and sharp personation to be gently amusing .,3,train,1921.0
5853,As inept as big-screen remakes of The Avengers and The Wild Wild West .,1,train,
5854,"It is OK for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged .",3,train,
5855,Every conceivable could mistake director opera make . filming a been has perpetrated here in,0,train,7046.0
5856,I 'm guessing the director is a magician .,3,train,
5857,These things just trash.,0,train,
5858,Many times insight.,3,train,
5859,"This comes out on video, then sleep ""s complete healing.",0,train,
5860,It reaffirms life as it looks in the face of death .,3,train,
5861,... overly melodramatic ...,0,train,
5862,It 's unlikely we 'll see a better thriller this year .,3,train,
5863,amazingly dopy .,3,train,8432.0
5864,Really quite funny .,4,train,
5865,The advantage of a postapocalyptic setting is that it can be made on the cheap .,1,train,
5866,"Laughs snake, foo, as Jung rare.",1,train,
5867,Steers have the former unexpectedly remains of empathy warm-blooded to all disparate denizens of Manhattan - especially in the hole **.,2,train,
5868,"Please, someone, stop Eric Schaeffer, before he gets another film.",0,train,
5869,"Time stands still in more ways that one in Clockstoppers , a sci-fi thriller as lazy as it is interminable .",1,train,
5870,"This toothless Dog , already on cable , loses all bite on the big screen .",1,train,
5871,Otto-Sallies has a real filmmaker 's eye .,3,train,
5872,"With miscast result, and as absurdly overblown climax banal dialogue, Killing Me Softly owned firm, ayspes- bad-It 's - good camp.",2,train,
5873,Murder by Numbers just does n't add up .,1,train,
5874,"A static and sugary little half-hour , after-school special about interfaith understanding , stretched out to 90 minutes .",2,train,
5875,"This overlong infomercial , due out on video before month 's end , is tepid and tedious .",1,train,
5876,"Without a fresh infusion of creativity , 4Ever is neither a promise nor a threat so much as wishful thinking .",1,train,
5877,The art demands live viewing .,3,train,
5878,Harks back to a time when movies had more to do with imagination than market research .,3,train,
5879,"Combines melodrama reasonable (bullfighters butted, ballerinas coma) with shifts at the bedside of an undercover Kinky sensational denouements, and yet at the end, we touch doubt.",3,train,
5880,"The filmmakers try to balance off, often incisive satire and unabashed sweetness, with the result that sometimes bracing, sometimes baffling and quite often, and in an unexpected way, touching.",3,train,
5881,"Steven Soderbergh's digital video experiment is a clever and cutting, quick and dirty look at modern life and film life.",3,train,
5882,"Its function of the thriller class to examine the labyrinthine ways in which mass 's lives cross and change , buffeted by result seemingly out of their control , is intriguing , provocative stuff .",4,train,3526.0
5883,to in the vein of Animal House but instead comes closer the failure the third Revenge of Nerds sequel .,0,train,4576.0
5884,"However, fans of the show should not consider this as a diss.",2,train,
5885,The casting of von Sydow ... is itself Intacto 's luckiest stroke .,3,train,
5886,"As if Drop Dead Gorgeous was n't enough , this equally derisive clunker is fixated on the spectacle of small-town competition .",1,train,
5887,What starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points .,1,train,
5888,"Perhaps not since Nelson Eddy crooned his Indian Love Call to Jeanette MacDonald has there been a movie so unabashedly Canadian , not afraid to risk American scorn or disinterest .",2,train,
5889,Moonlight Mile gives itself the freedom to feel contradictory things .,3,train,
5890,Well cast and well directed powerful drama with enough sardonic wit keep it from maudlin .,4,train,296.0
5891,... way out of his hands heroes award pays tribute to Julia Roberts - phony humility with barely disguised grotesque narcissism.,0,train,
5892,"Trapped points are not taken political correctness, but it can cause parents a few sleepless hours - a sign of its effectiveness.",3,train,
5893,There are scenes of cinematic perfection that steal your heart away .,4,train,
5894,"You do n't need to know your Ice-T 's from your Cool-J 's to realize that as far as these shootings are concerned , something is rotten in the state of California .",1,train,
5895,"The performances are immaculate , with Roussillon providing comic relief .",4,train,
5896,One gets the impression from the creators of the Do not Ask Do not Tell laughed a hell of a lot in their own jokes.,2,train,
5897,"Filmmaker Stacy Peralta has a flashy editing style that does n't always jell with Sean Penn 's monotone narration , but he respects the material without sentimentalizing it .",3,train,
5898,"elegantly produced and performed expressively, six musical numbers crystallize key plot moments minutely detail the wonders of dreamlike ecstasy.",4,train,
5899,Gloriously straight from vagina,2,train,3173.0
5900,"The action is reasonably well-done ... yet story , character and comedy bits are too ragged to ever fit smoothly together .",2,train,
5901,"For all the wit and hoopla , Festival In Cannes offers rare insight into the structure of relationships .",3,train,
5902,"A sly female authorization moving picture , although not in a way of life anyone would bear .",3,train,674.0
5903,"Even when he 's not at his most critically insightful , Godard can still be smarter than any 50 other filmmakers still at work .",3,train,
5904,"Somewhere there the mess that is get Traveler , is inside World mediocre movie trying to a out .",1,train,6294.0
5905,The Good Girl is a film in which the talent is undeniable but the results are underwhelming .,1,train,
5906,"It 's hard to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as The Grey Zone , but it 's equally hard to imagine anybody being able to tear their eyes away from the screen once it 's started .",3,train,
5907,The 50-something lovebirds are too immature and unappealing to care about .,0,train,
5908,Every joke is repeated at least four times .,1,train,
5909,"A rich with of our times , very appropriate tale . means well minimum of an told",3,train,614.0
5910,The film virtually chokes on its own self-consciousness .,2,train,
5911,"It 's pretty linear and only makeup-deep , but Bogdanovich ties it together with efficiency and an affection for the period .",3,train,
5912,"Captivates as it shows excess in business and pleasure , allowing us to find the small , human moments , and leaving off with a grand whimper .",3,train,
5913,Fear Dot Com is more frustrating than a modem that disconnects every 10 seconds .,1,train,
5914,This is one of the year 's best films .,4,train,
5915,It gets old quickly .,1,train,
5916,"Personally, I ""d look at them, but fauna.",0,train,
5917,"This is a brilliant, honest performance by Nicholson, but excluding the film is great Kathy Bates is an agonizing bore.",2,train,
5918,"While it s all quite enjoyable to look at, attention tends to make the process a little overlooked by itself.",1,train,
5919,Wang Xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men .,3,train,
5920,"Sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor Hermocrates and Leontine pathetically compare notes about their budding amours .",1,train,
5921,A yawn-provoking small farm melodrama.,0,train,
5922,A semi-autobiographical film that 's so sloppily written and cast that you can not believe anyone more central to the creation of Bugsy than the caterer had anything to do with it .,0,train,
5923,impairment.,1,train,
5924,Feels as if the inmates have actually taken over the asylum .,2,train,
5925,Disjointed parody .,1,train,
5926,"Now as a former Gong Show addict , I 'll admit it , my only complaint is that we did n't get more re-creations of all those famous moments from the show .",3,train,
5927,"When it comes to the battle of Hollywood vs. Woo , it looks like Woo 's a P.O.W.",1,train,
5928,Less an examination of neo-Nazism than a probe into the nature of faith itself .,3,train,
5929,"The inevitable double - and triple-crosses occur, but the only drama is waiting to hear how John Malkovich's Reedy Consigliere will express his next line.",2,train,
5930,"If you adored The Full Monty so resoundingly that you 're dying to see the same old thing in a tired old setting , then this should keep you reasonably entertained .",2,train,
5931,"- they may be history, but interesting acts, especially as service work is too crude.",1,train,
5932,"If I want music , I 'll buy the soundtrack .",1,train,
5933,"That ` Alabama ' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of Witherspoon ( who is always a joy to watch , even when her material is not first-rate ) ...",3,train,
5934,Made me unintentionally famous -- as the queasy-stomached critic who staggered from the theater and blacked out in the lobby .,1,train,
5935,Humor in I Spy is so anemic .,1,train,
5936,wisely made (and beautifully edited) images that at the very least has a spark of life - more than you can say for a lot of films that flow through the Hollywood pipeline without obstacles.,4,train,
5937,"Of all the Halloween 's , this is the most visually unappealing .",0,train,
5938,"The members manage to pronounce KOK exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible .",2,train,
5939,"Claude Chabrol 's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .",3,train,
5940,near the end takes on a whole other meaning .,2,train,
5941,Strong sense of influence.,3,train,
5942,Talkative and troublesome part of the business.,1,train,
5943,Succeeds only because Bullock and Grant were made to share the silver screen .,2,train,
5944,The skills of a calculus major at M.I.T. are required to balance all the formulaic equations in the long-winded heist comedy Who Is Cletis Tout ?,1,train,
5945,The actors really has to be good to recite some of this ridiculous dialogue with a straight face.,1,train,
5946,"It 's fun , but it 's a real howler .",3,train,
5947,It 's crap on a leash -- far too polite to scale the lunatic heights of Joe Dante 's similarly styled Gremlins .,0,train,
5948,At every opportunity to clever the right over the kills every sense believability ... all you left no-surprise of explosions and violence while like he 's to laugh at how,1,train,5772.0
5949,"Exploits headbanger stereotypes good fun , while adding bit of heart subject .",3,train,996.0
5950,is an inexpressible and drab wannabe looking for that exact niche .,1,train,
5951,A portrait of hell so shattering it 's impossible to shake .,3,train,
5952,Full of surprises .,3,train,
5953,"From its invitingly upbeat overture to its pathos-filled but ultimately life-affirming finale , Martin is a masterfully conducted work .",3,train,
5954,A smug and convoluted action-comedy that does n't allow an earnest moment to pass without reminding audiences that it 's only a movie .,0,train,
5955,Although Haynes' style Apes films from the period ... His message is rooted in that decade.,2,train,
5956,"There is no substitute for on-screen chemistry , and when Friel pulls the strings that make Williams sink into melancholia , the reaction in Williams is as visceral as a gut punch .",4,train,
5957,"Who needs mind-bending drugs when they can see this , the final part of the ` qatsi ' trilogy , directed by Godfrey Reggio , with music by Philip Glass ?",3,train,
5958,Shows moments of promise but ultimately succumbs to cliches and pat storytelling .,1,train,
5959,"As warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated .",4,train,
5960,The rest of the film ... is dudsville .,0,train,
5961,"Though clearly well-intentioned , this cross-cultural soap opera is painfully formulaic and stilted .",1,train,
5962,"Chances are you wo n't , either .",2,train,
5963,"you love , I do , its to having more fun watching a documentary ...",4,train,1923.0
5964,"UB as spoofs and keep the more outre aspects of ' black culture ' and the dorkier aspects of ' bloodless culture , ' yet as it points out how inseparable the two are .",3,train,3307.0
5965,Worth seeing just for Weaver and LaPaglia .,3,train,
5966,atomic number  lxxviii proceedings it just pizzaz along with vibrance and warmth .,4,train,844.0
5967,"As averse as usually am to , follow-your-dream Hollywood fantasies this one got .",4,train,3011.0
5968,Inconsequential road-and-buddy pic .,1,train,
5969,"This is another Adam Sandler, and it's not Little Nicky.",2,train,
5970,"Frida is certainly no disaster , but neither is it the Kahlo movie Frida fans have been looking for .",2,train,
5971,story little and surprises .,1,train,6543.0
5972,"In the new Paradiso Cinema's release, the story has turned out sweet, bittersweet, and when the latter tears at the same time, a beautiful situation, they finally feel worthy.",4,train,
5973,That chirpy songbird Britney Spears has popped up with more mindless drivel .,0,train,
5974,"Although tender and touching, movies a little more dramatic tension, and will benefit from some editing.",2,train,
5975,made Eddie Murphy a movie star and the man has n't aged a day .,3,train,
5976,"A shoddy male hip hop fantasy filled with guns , expensive cars , lots of naked women and Rocawear clothing .",1,train,
5977,It uses some of the figures from the real-life story to portray themselves in the film .,3,train,
5978,cynical and serious look at teenage boys do what they do best - being a teenager.,2,train,
5979,creaky staircase gothic .,2,train,649.0
5980,... a guiltless film for nice evening out .,3,train,
5981,"Hollywood Ending is not show-stoppingly hilarious , but scathingly witty nonetheless .",3,train,
5982,"Frankly , it 's kind of insulting , both to men and women .",0,train,
5983,"A muddled limp biscuit of a movie , a vampire soap opera that does n't make much sense even on its own terms .",0,train,
5984,And for all the wrong reasons besides .,1,train,
5985,It's been done with an innocent yet fervid conviction that our Hollywood has all but lost.,2,train,
5986,"The film, thereby further sinks into the futility of humor.",0,train,
5987,"As a director, Paxton is a surprisingly vivid, deftly sewing, which could be confusing and horrifying vision of the heavy head and fun trip.",4,train,
5988,"End of the day, as excruciating, collateral damage Schwarzenegger gifts tragic figure, but it is actually much more complex facial expressions of sympathy tried to watch belong to any viewer.",1,train,
5989,Barbershop '' is a ensemble a variety of and an engaging .,3,train,1618.0
5990,"Weaver and LaPaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .",4,train,
5991,The history is fascinating ; the action is dazzling .,4,train,
5992,ZigZag might have been richer and more observant if it were less densely plotted .,1,train,
5993,"I am a big problem (except at very slow speeds) we never really expected her Esther sprang to her talent growing, too, and should be seen as an actress.",1,train,
5994,"A chance to see three splendid actors turn a larky chase movie into an emotionally satisfying exploration of the very human need to be somebody , and to belong to somebody .",4,train,
5995,The dirty jokes gives the funniest moments in this strangely sweet comedy about jokester highway guards.,3,train,
5996,"Attal 's hang-ups surrounding infidelity are so old-fashioned and , dare I say , outdated , it 's a wonder that he could n't have brought something fresher to the proceedings simply by accident .",1,train,
5997,"The attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that way .",3,train,
5998,Maintains your interest until the end and even leaves you with a few lingering animated thoughts .,3,train,
5999,Combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't Hollywood think of this sooner ?,3,train,
6000,"Moving and firmly entertaining comedy / drama, which should strengthen the reputation of the director and co-author Juan José Campanella ""s in the United States.",4,train,
6001,What should have been a painless time-killer becomes instead a grating endurance test .,1,train,
6002,"There 's an excellent 90-minute film here ; unfortunately , it runs for 170 .",1,train,
6003,Marshall puts spin on the standard formula of horror row closing.,3,train,
6004,What should have been a painless time-killer get alternatively a raspy endurance mental test .,1,train,7766.0
6005,"A simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances , it has considerable charm .",4,train,
6006,Fatal vile The Attraction was enough first .,0,train,5171.0
6007,Australian film producer David Flatman usage the huge-screen initialize to make an old-fashioned nature film that educates viewers with words and pictures while nurse them .,4,train,2041.0
6008,The author 's devotees will probably find it fascinating ; others may find it baffling .,1,train,
6009,"The overall result is an intelligent , realistic portrayal of testing boundaries .",4,train,
6010,The film is strictly routine .,1,train,
6011,"Been there, done that ... a thousand times already, and better.",1,train,
6012,It aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one .,0,train,
6013,"Schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that 's enough to sustain laughs ...",1,train,
6014,"Spectators sit open-mouthed screen , not screaming but yawning .",1,train,8085.0
6015,"The results, if not memorable, are the least interesting.",2,train,
6016,Great over-the-top moviemaking if you 're in a slap-happy mood .,4,train,
6017,"relies on forced air on ss ' , clever ... and , script by Axel Hellstenius",4,train,1865.0
6018,Offers an interesting look at the rapidly changing face of Beijing .,3,train,
6019,"fact , in Too . predictably",1,train,5675.0
6020,"If you like quirky , odd movies and/or the ironic , here 's a fun one .",4,train,
6021,A bold lovely and into that will own brightly bore . audiences experiment their almost certainly colored dreams most,3,train,5040.0
6022,take hard young on the author 's schoolboy memoir ... is a take toothless Sheridan rather a 's on life .,0,train,6614.0
6023,"Even if you do n't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why .",3,train,
6024,"amp quiet , patient and unyielding as Mr. Lopez himself , who approaches his difficult , eternal oeuvre with remarkable serenity and discipline .",4,train,3433.0
6025,"Takes you by the face , strokes your cheeks and coos beseechingly at you : slow down , shake off your tensions and take this picture at its own breezy , distracted rhythms .",3,train,
6026,... would be a total loss if not for two supporting performances taking place at the movie 's edges .,2,train,
6027,"about elements of it truly blow the openhanded one , but other start are decent .",2,train,5211.0
6028,"A gently funny , sweetly adventurous film that makes you feel genuinely good , that is to say , entirely unconned by false sentiment or sharp , overmanipulative Hollywood practices .",3,train,
6029,Rodriguez does a splendid job of racial profiling Hollywood style -- casting excellent Latin actors of all ages -- a trend long overdue .,3,train,
6030,"Though will it ranks with the best Herzog 's works , Invincible shows he 's in form , an astoundingly",4,train,508.0
6031,"end Orders nurtures the multi-layers of its characters , allowing us to recollect that life 's at last a gamble and last gild are to be embraced .",4,train,1342.0
6032,Ramsay and Morton fill this character study with poetic force and happy feeling.,3,train,
