,ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile
147,Cello,Is the violin cello a bowed string instrument?,yes,easy,easy,data/set2/a9
148,Cello,Is the purfling just for decoration?,No,easy,easy,data/set2/a9
149,Cello,Are the z-holes used as access points to the interior of the cello? ,No,easy,easy,data/set2/a9
150,Cello,Are the z-holes used as access points to the interior of the cello? ,No,easy,easy,data/set2/a9
151,Cello,What does violincello mean?,"Violincello means ""little violene"".",medium,medium,data/set2/a9
152,Cello,What are the two materials that bows are made of traditionally? ,"Traditionally, bows are made from pernambuco or brazilwood.",medium,medium,data/set2/a9
153,Cello,What is used to tune a cello?,Pegs are used to tune a cello.,medium,medium,data/set2/a9
154,Cello,What is used to tune a cello?,the pegs,medium,medium,data/set2/a9
155,Cello,Which harmonics can produce any notes above middle C? ,Artificial harmonics can produce any notes above middle C.,hard,hard,data/set2/a9
156,Cello,Which harmonics can produce any notes above middle C? ,Artificial harmonics,hard,medium,data/set2/a9
157,Cello,"Who referred to the cello as �basso de viola da braccio""?","Monteverdi referred to the cello as ""basso de viola da braccio"".",hard,medium,data/set2/a9
158,Cello,"Who referred to the cello as �basso de viola da braccio""?",Monteverdi,hard,medium,data/set2/a9
159,Cello,Where is the violincello held?,The violincello is held on the shoulder.,hard,hard,data/set2/a9
160,Cello,Where is the violincello held?,on the shoulder,hard,medium,data/set2/a9
161,Cello,Is there cello in performances by Rihanna?,yes,easy,easy,data/set2/a9
162,Cello,Is there cello in performances by Rihanna?,Yes,easy,easy,data/set2/a9
163,Cello,Are cellos constructed with glue?,yes,easy,easy,data/set2/a9
164,Cello,Are cellos constructed with glue?,yes,easy,easy,data/set2/a9
165,Cello,Is the cello a stringed instrument?,yes,easy,easy,data/set2/a9
166,Cello,Is the cello a stringed instrument?,yes,easy,easy,data/set2/a9
167,Cello,What is cello an abbreviation of?,violoncello,medium,medium,data/set2/a9
168,Cello,What is cello an abbreviation of?,violoncello,medium,medium,data/set2/a9
169,Cello,What position is used to play the cello?,a gamba,medium,hard,data/set2/a9
170,Cello,What position is used to play the cello?,seated,medium,medium,data/set2/a9
171,Cello,What is a person who plays the cello called?,cellist,medium,medium,data/set2/a9
172,Cello,What is a person who plays the cello called?,cellist,medium,medium,data/set2/a9
173,Cello,Why is there purling on a cello?,to stop cracks from forming ****misspelled****,hard,hard,data/set2/a9
174,Cello,When did the first educational works appear for the cello?,the 18th century,hard,hard,data/set2/a9
175,Cello,When did the first educational works appear for the cello?,18th century,hard,hard,data/set2/a9
176,Cello,What cello manufacturer should I buy from if I want to play outside?,Luis & Clark,hard,hard,data/set2/a9
177,Cello,What cello manufacturer should I buy from if I want to play outside?,Luis & Clark,hard,hard,data/set2/a9
178,Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb a member of the National Institute?,Yes,easy,easy,data/set4/a6
179,Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb a member of the National Institute?,Yes,easy,easy,data/set4/a6
180,Charles-Augustin_de_Coulomb,Did Charles-Augustin de Coulomb find any relationship between electric charges and magnetic poles? ,No,easy,hard,data/set4/a6
181,Charles-Augustin_de_Coulomb,Did Charles-Augustin de Coulomb find any relationship between electric charges and magnetic poles? ,No,easy,easy,data/set4/a6
182,Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb's father's family in Montpellier? ,Yes,easy,easy,data/set4/a6
183,Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb's father's family in Montpellier? ,Yes,easy,easy,data/set4/a6
184,Charles-Augustin_de_Coulomb,Where did Charles-Augustin de Coulomb die?,Charles-Augustin de Coulomb died in Paris.,medium,medium,data/set4/a6
185,Charles-Augustin_de_Coulomb,Where did Charles-Augustin de Coulomb die?,"Paris, France",medium,medium,data/set4/a6
186,Charles-Augustin_de_Coulomb,When was Charles-Augustin de Coulomb permanently stationed in Paris?,Charles-Augustin de Coulomb was permanently stationed in Paris in 1781.,medium,medium,data/set4/a6
187,Charles-Augustin_de_Coulomb,When was Charles-Augustin de Coulomb permanently stationed in Paris?,Yes,medium,easy,data/set4/a6
188,Charles-Augustin_de_Coulomb,What contribution did Charles-Augustin de Coulomb make to the field of geotechnical engineering?,Retaining wall design,medium,medium,data/set4/a6
189,Charles-Augustin_de_Coulomb,Where did the construction of Fort Bourbon take place?,The construction of Fort Bourbon took place in Martinique.,hard,hard,data/set4/a6
190,Charles-Augustin_de_Coulomb,Where did the construction of Fort Bourbon take place?,Martinique ,hard,medium,data/set4/a6
191,Charles-Augustin_de_Coulomb,What is the definition of the electrostatic force of attraction and repulsion? ,Coulomb's law is the definition of the electrostatic force of attraction and repulsion.,hard,medium,data/set4/a6
192,Charles-Augustin_de_Coulomb,What is the definition of the electrostatic force of attraction and repulsion? ,Coulomb's Law,hard,medium,data/set4/a6
193,Charles-Augustin_de_Coulomb,When did Charles-Augustin de Coulomb retire to a small estate he possessed at Blois?,Charles-Augustin de Coulomb retired to a small estate he possessed at Blois on the outbreak of the revolution in 1789.,hard,medium,data/set4/a6
194,Charles-Augustin_de_Coulomb,When did Charles-Augustin de Coulomb retire to a small estate he possessed at Blois?,1789,hard,medium,data/set4/a6
240,Copenhagen,Copenhagen is the capital of what country?,Denmark,easy,easy,data/set3/a8
241,Copenhagen,Copenhagen is the capital of what country?,Denmark,easy,medium,data/set3/a8
242,Copenhagen,What is the population of Copenhagen?,"1,161,063",easy,medium,data/set3/a8
243,Copenhagen,What is the population of Copenhagen?,"1,153,615",easy,hard,data/set3/a8
244,Copenhagen,What transnational bridge was completed in 2000?,Oresund Bridge,easy,medium,data/set3/a8
245,Copenhagen,What transnational bridge was completed in 2000?,Oresund Bridge,easy,hard,data/set3/a8
246,Copenhagen,Why is Copenhagen a regional hub?,Its strategic location and excellent infrastructure,medium,hard,data/set3/a8
247,Copenhagen,Why is Copenhagen a regional hub?,Its strategic location and excellent infrastructure with the largest airport in Scandinavia[6] located 14 minutes by train from the city centre,medium,hard,data/set3/a8
248,Copenhagen,What happened to Copenhagen between 1251 and 1255?,a bunch of things,medium,too hard,data/set3/a8
249,Copenhagen,Is Copenhagen completely surrounded with water? ,No,medium,hard,data/set3/a8
250,Copenhagen,Copenhagen is ranked number one worldwide for which things?,"Most Livable City in the World, ",hard,too hard,data/set3/a8
251,Copenhagen,Copenhagen is ranked number one worldwide for which things?,"Most Livable City, Location Ranking Survey",hard,too hard,data/set3/a8
252,Copenhagen,Why did German troops occupy Copenhagen?,Because it was WW2,hard,too hard,data/set3/a8
253,Cymbal,Have cymbals been used historically to suggest bacchanal?,Yes,easy,easy,data/set2/a6
254,Cymbal,Have cymbals been used historically to suggest bacchanal?,Yes,easy,hard,data/set2/a6
255,Cymbal,Can the origins of cymbals be traced to prehistoric times?,Yes,easy,easy,data/set2/a6
256,Cymbal,Can the origins of cymbals be traced to prehistoric times?,Yes,easy,easy,data/set2/a6
257,Cymbal,Are cymbals used in moden orchestras?,Yes,easy,easy,data/set2/a6
258,Cymbal,Are cymbals used in moden orchestras?,Yes,easy,easy,data/set2/a6
259,Cymbal,What are the most common Cymbals?," The most common Cymbals are the Hi-Hats, Crash, Splash, Ride, and China.",medium,medium,data/set2/a6
260,Cymbal,What are the most common Cymbals?,"Hi-Hats, Crash, Splash, Ride, and China",medium,easy,data/set2/a6
261,Cymbal,What is the second main orchestral use of cymbals?,The suspended cymbal is the second main orchestral use of symbals.,medium,medium,data/set2/a6
262,Cymbal,What is the second main orchestral use of cymbals?,The suspended cymbal,medium,easy,data/set2/a6
263,Cymbal,What have clash cymbals traditionally been accompanied by?,Clash cymbals have traditionally been accompanied by the bass drum playing an identical part.,medium,medium,data/set2/a6
264,Cymbal,What have clash cymbals traditionally been accompanied by?,The bass drum playing an identical part,medium,easy,data/set2/a6
265,Cymbal,What happens when the center of a Cymbal is hit?,It causes a sound which is in a higher register than the rest of the symbal.,hard,hard,data/set2/a6
266,Cymbal,What happens when the center of a Cymbal is hit?,It causes a sound which is in a higher register than the rest of the cymbal,hard,hard,data/set2/a6
267,Cymbal,What is an effective way to accentuate a note?,Playing a bass drum playing an identical part is an effective way to accentuate a note.,hard,hard,data/set2/a6
268,Cymbal,What is an effective way to accentuate a note?,"The combination of a clash cymbol being accompanied by a bass drum playing an identical part, played loudly",hard,hard,data/set2/a6
269,Cymbal,From what type of Cymbals can a expert player obtain an enormous dynamic range?,An expert player can obtain an enormous dynamic range from crash cymbals.,hard,hard,data/set2/a6
270,Cymbal,From what type of Cymbals can a expert player obtain an enormous dynamic range?,Crash cymbals,hard,hard,data/set2/a6
271,Cymbal,Can the origins of cymbals be traced back to prehistoric times?,yes,easy,easy,data/set2/a6
272,Cymbal,Can the origins of cymbals be traced back to prehistoric times?,Yes,easy,easy,data/set2/a6
273,Cymbal,Did the modern hi-hat evolve from clash cymbals?,yes,easy,easy,data/set2/a6
274,Cymbal,Did the modern hi-hat evolve from clash cymbals?,Yes,easy,medium,data/set2/a6
275,Cymbal,Is the word cymbal derived from a Germanic word?,No,easy,easy,data/set2/a6
276,Cymbal,Is the word cymbal derived from a Germanic word?,No,easy,hard,data/set2/a6
277,Cymbal,What is the center of a cymbal called?,Bell,medium,medium,data/set2/a6
278,Cymbal,What is the center of a cymbal called?,bell,medium,medium,data/set2/a6
279,Cymbal,"What part of the cymbal gets the best ""crash""?",Edge or rim,medium,medium,data/set2/a6
280,Cymbal,"What part of the cymbal gets the best ""crash""?",edge or rim,medium,medium,data/set2/a6
281,Cymbal,What is the second main orchestral use of cymbals?,the suspended cymbal,medium,medium,data/set2/a6
282,Cymbal,What is the second main orchestral use of cymbals?,the suspended cymbal,medium,medium,data/set2/a6
283,Cymbal,What two instruments form the modern drum kit?,the cymbals and the drum,hard,hard,data/set2/a6
284,Cymbal,What Greek mythical creatures were depicted holding cymbals?,fauns and satyrs,hard,too hard,data/set2/a6
285,Cymbal,What Greek mythical creatures were depicted holding cymbals?,fauns and satyrs,hard,too hard,data/set2/a6
286,Cymbal,What are orchestral crash cymbals technically called?,a pair of clash cymbals,hard,hard,data/set2/a6
287,Cymbal,What are orchestral crash cymbals technically called?,clash cymbals,hard,hard,data/set2/a6
288,Dhaka,Is Dhaka the capital of Bangladesh?,Yes,easy,easy,data/set3/a3
289,Dhaka,Is Dhaka located on the eastern banks of the Buriganga River?,Yes,easy,medium,data/set3/a3
290,Dhaka,Is University of Dhaka the largest public university in Dhaka?,Yes,easy,hard,data/set3/a3
291,Dhaka,How much area does Dhaka cover?,1462.60 square kilometers,medium,medium,data/set3/a3
292,Dhaka,How many people did the 1970 Bhola cyclone kill?,"500,000",medium,medium,data/set3/a3
293,Dhaka,When is the end of the independence war of Bangladesh?,"December 16, 1971",medium,hard,data/set3/a3
294,Dhaka,Did the Mughals arrive in Dhaka?,Yes,hard,medium,data/set3/a3
295,Dhaka,Is University of Dhaka older than the Dhaka College?,No,hard,hard,data/set3/a3
308,Flute,Is the flute a musical instrument?,Yes.,easy,easy,data/set2/a5
309,Flute,Is the flute a musical instrument?,Yes,easy,easy,data/set2/a5
310,Flute,Is it possible to open flutes at one or both ends?,Yes.,easy,easy,data/set2/a5
311,Flute,Is it possible to open flutes at one or both ends?,Yes,easy,easy,data/set2/a5
312,Flute,Are Indian concert flutes available in standard pitches?,Yes.,easy,easy,data/set2/a5
313,Flute,Are Indian concert flutes available in standard pitches?,Yes,easy,easy,data/set2/a5
314,Flute,What do we refer musicians who play flute?,"A flute player, a flautist or a flutist. ",medium,medium,data/set2/a5
315,Flute,What do we refer musicians who play flute?,"A flute player, a flautist, or a flutist",medium,medium,data/set2/a5
316,Flute,When was a three-holed flute made from a mammoth tusk discovered?,2004.,medium,medium,data/set2/a5
317,Flute,When was a three-holed flute made from a mammoth tusk discovered?,In 2004,medium,medium,data/set2/a5
318,Flute,When did the tin whistle first appear?,12th century.,medium,medium,data/set2/a5
319,Flute,When did the tin whistle first appear?,In the 12th century,medium,medium,data/set2/a5
320,Flute,What are the oldest known musical instruments?,A three holed-flute made from a mammoth tusk and two flutes made from swan's bones.,hard,medium,data/set2/a5
321,Flute,What are the oldest known musical instruments?,A three-holed flute made from a mammoth tusk and two flutes made from swans' bones are among the oldest known musical instruments,hard,hard,data/set2/a5
322,Flute,When was the pan flute spread to other parts of Europe?,7th century BC.,hard,hard,data/set2/a5
323,Flute,When was the pan flute spread to other parts of Europe?,After the 7th century BC,hard,hard,data/set2/a5
324,Flute,What does the air stream across this hole create?,"A Bernoulli, or siphon.",hard,medium,data/set2/a5
325,Fox,Are foxes wary of humans?,Yes,easy,easy,data/set1/a6
326,Fox,Are foxes wary of humans?,Yes,easy,easy,data/set1/a6
327,Fox,Are fennec foxes endangered?,no,easy,easy,data/set1/a6
328,Fox,Are fennec foxes endangered?,No,easy,easy,data/set1/a6
329,Fox,Does the diet of foxes include reptiles?,yes,easy,easy,data/set1/a6
330,Fox,Does the diet of foxes include reptiles?,Yes,easy,easy,data/set1/a6
331,Fox,How long do most foxes live?,"Most foxes live 2 to 3 years, but they can survive for up to 10 years or even longer in captivity.",medium,medium,data/set1/a6
332,Fox,How long do most foxes live?,2 to 3 years,medium,medium,data/set1/a6
333,Fox,In what country did fox hunting originate?,the United Kingdom,medium,medium,data/set1/a6
334,Fox,In what country did fox hunting originate?,in the United Kingdom,medium,medium,data/set1/a6
335,Fox,What is the smallest species of fox?,The Fennec Fox is the smallest species of fox. ,medium,medium,data/set1/a6
336,Fox,What is the smallest species of fox?,the Fennec Fox,medium,medium,data/set1/a6
337,Fox,What are female foxes called?,vixens,hard,medium,data/set1/a6
338,Fox,What are female foxes called?,vixens,hard,medium,data/set1/a6
339,Fox,What is caching food?,"Caching is burying it for later consumption, usually under leaves, snow, or soil.",hard,hard,data/set1/a6
340,Fox,What is caching food?,burying it for later consumption,hard,hard,data/set1/a6
341,Fox,Do foxes damage fruit on farms?,No,hard,hard,data/set1/a6
371,Giraffe,Do both sexes of giraffe have horns?,Yes,easy,easy,data/set1/a5
372,Giraffe,Do both sexes of giraffe have horns?,yes,easy,easy,data/set1/a5
373,Giraffe,Do giraffes give birth standing up?,Yes,easy,easy,data/set1/a5
374,Giraffe,Do giraffes give birth standing up?,yes,easy,medium,data/set1/a5
375,Giraffe,Are giraffes hunted for their hides?,Yes,easy,easy,data/set1/a5
376,Giraffe,Are giraffes hunted for their hides?,Yes,easy,easy,data/set1/a5
377,Giraffe,What areas can giraffes inhabit?,"savannas, grasslands, or open woodlands",medium,medium,data/set1/a5
378,Giraffe,What areas can giraffes inhabit?,"inhabit savannas, grasslands, or open woodlands",medium,easy,data/set1/a5
379,Giraffe,What will a giraffe use to clean off any bugs that appear on its face?,extremely long tongue ,medium,medium,data/set1/a5
380,Giraffe,What will a giraffe use to clean off any bugs that appear on its face?,It's extremely long tongue,medium,easy,data/set1/a5
381,Giraffe,How do giraffes defend themselves?,with a powerful kick,medium,medium,data/set1/a5
382,Giraffe,How do giraffes defend themselves?,With powerful kicks,medium,easy,data/set1/a5
383,Giraffe,Do male giraffes weigh more than female giraffes?,Yes,hard,medium,data/set1/a5
384,Giraffe,Do male giraffes weigh more than female giraffes?,yes,hard,hard,data/set1/a5
385,Giraffe,Do male giraffes have larger horns than female giraffes?,Yes,hard,medium,data/set1/a5
386,Giraffe,Do male giraffes have larger horns than female giraffes?,Yes,hard,medium,data/set1/a5
387,Giraffe,Are male females generally taller than female giraffes?,Yes,hard,medium,data/set1/a5
388,Henri_Becquerel,Was Henri Becquerel one of the discoverers of radioactivity?,Yes,easy,easy,data/set4/a9
389,Henri_Becquerel,Was Henri Becquerel one of the discoverers of radioactivity?,Yes,easy,easy,data/set4/a9
390,Henri_Becquerel,Is the SI unit for radioactivity named after him?,Yes,easy,medium,data/set4/a9
391,Henri_Becquerel,Is the SI unit for radioactivity named after him?,Yes,easy,easy,data/set4/a9
392,Henri_Becquerel,Was Henri Becquerel a French physicist?,Yes,easy,easy,data/set4/a9
393,Henri_Becquerel,Was Henri Becquerel a French physicist?,Yes,easy,easy,data/set4/a9
394,Henri_Becquerel,In what year did Henri Becquerel die?,1908,medium,medium,data/set4/a9
395,Henri_Becquerel,In what year did Henri Becquerel die?,"August 24, 1908",medium,medium,data/set4/a9
396,Henri_Becquerel,Where was Henri Becquerel born?, Paris ,medium,medium,data/set4/a9
397,Henri_Becquerel,Where was Henri Becquerel born?,Paris,medium,easy,data/set4/a9
398,Henri_Becquerel,In what year did Henri Becquerel win the Nobel Prize in Physics?,1903,medium,medium,data/set4/a9
399,Henri_Becquerel,In what year did Henri Becquerel win the Nobel Prize in Physics?,1903,medium,medium,data/set4/a9
400,Henri_Becquerel,Was Henri Becquerel first in his family to occupy the physics chair at the Museum National d'Histoire Naturelle?,No,hard,easy,data/set4/a9
401,Henri_Becquerel,Was Henri Becquerel first in his family to occupy the physics chair at the Museum National d'Histoire Naturelle?,No,hard,hard,data/set4/a9
402,Henri_Becquerel,Was Henri Becquerel the sole winner of the 1903 Nobel Prize in Physics?,No,hard,hard,data/set4/a9
403,Henri_Becquerel,Was Henri Becquerel the sole winner of the 1903 Nobel Prize in Physics?,No,hard,hard,data/set4/a9
404,Henri_Becquerel,Did Henri Becquerel intentionally discover radioactivity?,No,hard,hard,data/set4/a9
405,Henri_Becquerel,Did Henri Becquerel intentionally discover radioactivity?,He discovered it accidentally,hard,medium,data/set4/a9
424,Isaac_Newton,Was Newton a English physicist?,Yes.,easy,easy,data/set4/a1
425,Isaac_Newton,Was Newton a English physicist?,Yes,easy,easy,data/set4/a1
426,Isaac_Newton,Did Newton reject the church's doctrine of the Trinity?,Newton may have rejected the church's doctrine of the Trinity.,easy,hard,data/set4/a1
427,Isaac_Newton,Did Newton reject the church's doctrine of the Trinity?,Maybe,easy,hard,data/set4/a1
428,Isaac_Newton,Was Newton admitted into Havard College?,No.,easy,easy,data/set4/a1
429,Isaac_Newton,Was Newton admitted into Havard College?,"Maybe, but it doesn't say so in the article",easy,easy,data/set4/a1
430,Isaac_Newton,When was Newton's date of birth recorded?,"Christmas Day, Decembeer 25, 1642.",medium,medium,data/set4/a1
431,Isaac_Newton,When was Newton's date of birth recorded?,"his date of birth was recorded as Christmas Day, December 25, 1642",medium,easy,data/set4/a1
432,Isaac_Newton,How many laws of motion did Netwon have?,Three,medium,medium,data/set4/a1
433,Isaac_Newton,How many laws of motion did Netwon have?,Three,medium,easy,data/set4/a1
434,Isaac_Newton,Who did Newton see as the master creator?,God,medium,medium,data/set4/a1
435,Isaac_Newton,Who did Newton see as the master creator?,Newton saw God as the master creator whose existence could not be denied in the face of the grandeur of all creation,medium,easy,data/set4/a1
436,Isaac_Newton,When did Netwon investigate the refraction of light,From 1670 to 1672,hard,hard,data/set4/a1
437,Isaac_Newton,When did Netwon investigate the refraction of light,1670-1672,hard,hard,data/set4/a1
438,Isaac_Newton,What principles did Newton explain for mechanics?,The principles of conservation of momentum and angular momentum,hard,hard,data/set4/a1
439,Isaac_Newton,What principles did Newton explain for mechanics?,"In mechanics, Newton enunciated the principles of conservation of momentum and angular momentum",hard,medium,data/set4/a1
440,Isaac_Newton,Interaction with what man stirred up Newton's interest in alchemy?,Henry More,hard,hard,data/set4/a1
441,Isaac_Newton,Interaction with what man stirred up Newton's interest in alchemy?,"The contact with the theosophist Henry More, revived his interest in alchemy",hard,medium,data/set4/a1
461,James_Watt,James Watt's improvements of what were fundamental to the changes wrought by the Industrial Revolution?,The steam engine.,easy,medium,data/set4/a2
462,James_Watt,James Watt's improvements of what were fundamental to the changes wrought by the Industrial Revolution?,steam engine,easy,hard,data/set4/a2
463,James_Watt,James Watt was born where?,"Greenock, a seaport on the Firth of Clyde",easy,medium,data/set4/a2
464,James_Watt,What was the name of James Watt's mother?,Agnus Muirhead,easy,medium,data/set4/a2
465,James_Watt,What was the name of James Watt's mother?,Agnes Muirhead,easy,hard,data/set4/a2
466,James_Watt,How many of James Watt's children did not live to adulthood?,3,medium,hard,data/set4/a2
467,James_Watt,How many of James Watt's children did not live to adulthood?,3,medium,too hard,data/set4/a2
468,James_Watt,James Watt ranked first among how many people in Charles Murray's survey of historiometry?,229,medium,medium,data/set4/a2
469,James_Watt,James Watt ranked first among how many people in Charles Murray's survey of historiometry?,229,medium,hard,data/set4/a2
470,James_Watt,In what year did James travel to Lodon to study instrument-making?,1753,hard,hard,data/set4/a2
471,James_Watt,For how many years of James Watt's life was his mother alive?,17 years,hard,hard,data/set4/a2
472,James_Watt,What is James Watt most famous for?,Steam engine.,hard,too hard,data/set4/a2
490,Lima,Is Lima the capital of Peru?,Yes.,easy,easy,data/set3/a4
491,Lima,Is the Museum of Gold in Lima?,Yes.,easy,hard,data/set3/a4
492,Lima,Does Lima have volleyball venues?,Yes.,easy,hard,data/set3/a4
493,Lima,When was Lima founded?,"January 18,1535.",medium,medium,data/set3/a4
494,Lima,Where is the Park of the Reserve located?,Near the downtown area.,medium,medium,data/set3/a4
495,Lima,What is a colectivo?,Automobiles that renders express service on some major roads of the Lima Metropolitan Area.,medium,medium,data/set3/a4
496,Lima,Is the National University of San Marcos in Lima?,Yes.,hard,hard,data/set3/a4
497,Lima,Has the San Lorenzo Megaport Project been completed?,No.,hard,hard,data/set3/a4
505,London,Is London the capital of the United Kingdom?,Yes,easy,easy,data/set3/a1
506,London,Is London the capital of the United Kingdom?,Yes,easy,easy,data/set3/a1
507,London,Does London's population draw from a wide range of religions?,Yes,easy,easy,data/set3/a1
508,London,Does London's population draw from a wide range of religions?,Yes,easy,easy,data/set3/a1
509,London,Did Caunte take control of the English throne in 101?,No,easy,easy,data/set3/a1
510,London,Over how many languages are spoken in London?,Over 300 languages are spoken in london,medium,medium,data/set3/a1
511,London,Over how many languages are spoken in London?,Over 300,medium,easy,data/set3/a1
512,London,What had the Anglo-Saxons created by the 600s?,"By the 600s, the Anglo-Saxons had created a new settlement called Lundenwic.",medium,medium,data/set3/a1
513,London,What had the Anglo-Saxons created by the 600s?,a new settlement called Lundenwic,medium,easy,data/set3/a1
514,London,What city in the UK has been subjected to bouts of terrorism?,London has been subjected to bouts of terrorism.,hard,hard,data/set3/a1
515,London,What city in the UK has been subjected to bouts of terrorism?,London,hard,hard,data/set3/a1
516,London,What countries did James VI of Scotland unite?,James VI of Scotland united Scotland and England.,hard,hard,data/set3/a1
517,London,What countries did James VI of Scotland unite?,England and Scotland,hard,too hard,data/set3/a1
518,London,How did civil wars affect England during the Middle Ages?,London remained relatively untouched,hard,medium,data/set3/a1
519,Lyre,Are the strings of a classical lyre made of gut?,Yes,easy,hard,data/set2/a10
520,Lyre,Does a classical lyre have a sound-chest?,Yes,easy,easy,data/set2/a10
521,Lyre,Is lyre played in mordern Greece?,No,easy,easy,data/set2/a10
522,Lyre,Which part of the strings does the left hand touch?,The lower strings,medium,medium,data/set2/a10
523,Lyre,In which place is lyre still played?,North-eastern parts of Africa,medium,medium,data/set2/a10
524,Lyre,Does a classical lyre have a fingerboard?,Yes,hard,hard,data/set2/a10
525,Lyre,Is a guitar played with a plectrum like a lyre?,Yes,hard,easy,data/set2/a10
526,Michael_Faraday,Was Michael Faraday an English chemist?,yes,easy,easy,data/set4/a7
527,Michael_Faraday,Was Michael Faraday an English chemist?,yes,easy,easy,data/set4/a7
528,Michael_Faraday,Was Faraday a devout Christian?,yes,easy,easy,data/set4/a7
529,Michael_Faraday,Was Faraday a devout Christian?,yes,easy,easy,data/set4/a7
530,Michael_Faraday,Was Faraday considered a gentleman?,no,easy,easy,data/set4/a7
531,Michael_Faraday,Was Faraday considered a gentleman?,no,easy,easy,data/set4/a7
532,Michael_Faraday,Who was a member of the Sandemanian sect of Christianity?,yes,medium,easy,data/set4/a7
533,Michael_Faraday,Who was a member of the Sandemanian sect of Christianity?,Faraday,medium,medium,data/set4/a7
534,Michael_Faraday,What did Joseph Henry likely discover?,self-induction,medium,medium,data/set4/a7
535,Michael_Faraday,What did Joseph Henry likely discover?,self-induction,medium,medium,data/set4/a7
536,Michael_Faraday,What did the University of Oxford grant Faraday?,a Doctor of Civil Law degree (honorary),medium,medium,data/set4/a7
537,Michael_Faraday,What did the University of Oxford grant Faraday?,Doctor of Civil Law degree (honorary),medium,medium,data/set4/a7
538,Michael_Faraday,Who was made to travel outside the coach?,Faraday,hard,hard,data/set4/a7
539,Michael_Faraday,Did Faraday construct the ancestor of modern power generators?,yes,hard,easy,data/set4/a7
540,Michael_Faraday,Did Faraday construct the ancestor of modern power generators?,yes,hard,easy,data/set4/a7
541,Michael_Faraday,Did Faraday lecture on education in 1854?,yes,hard,easy,data/set4/a7
542,Michael_Faraday,Did Faraday lecture on education in 1854?,yes,hard,hard,data/set4/a7
543,Michael_Faraday,Did Faraday receive an extensive formal education?,no,easy,medium,data/set4/a7
544,Michael_Faraday,Did Faraday receive an extensive formal education?,no,easy,easy,data/set4/a7
545,Michael_Faraday,Did Faraday discover the chemical substance benzene?,yes,easy,easy,data/set4/a7
546,Michael_Faraday,Did Faraday discover the chemical substance benzene?,yes,easy,easy,data/set4/a7
547,Michael_Faraday,Was Faraday born in England?,yes,easy,easy,data/set4/a7
548,Michael_Faraday,Was Faraday born in England?,yes,easy,easy,data/set4/a7
549,Michael_Faraday,What do some historians of science refer to Faraday as?,the best experimentalist in the history of science,medium,medium,data/set4/a7
550,Michael_Faraday,What do some historians of science refer to Faraday as?,best experimentalist in the history of science,medium,medium,data/set4/a7
551,Michael_Faraday,Who was the sponsor and mentor of Faraday?,John 'Mad Jack' Fuller,medium,medium,data/set4/a7
552,Michael_Faraday,Who was the sponsor and mentor of Faraday?,John 'Mad Jack' Fuller,medium,medium,data/set4/a7
553,Michael_Faraday,What did Faraday invent that is used almost universally in science laboratories?,the Bunsen burner,medium,medium,data/set4/a7
554,Michael_Faraday,What did Faraday invent that is used almost universally in science laboratories?,Bunsen burner,medium,medium,data/set4/a7
555,Michael_Faraday,Does the production of chemical weapons raise an ethical issue?,yes,hard,easy,data/set4/a7
556,Michael_Faraday,What was the Faraday effect first called?,diamagnetism,hard,hard,data/set4/a7
557,Michael_Faraday,What was the Faraday effect first called?,diamagnetism,hard,medium,data/set4/a7
558,Michael_Faraday,Can you meet someone through attending a church?,yes,hard,easy,data/set4/a7
575,Nassau,Is Nassau Sound a body of water in Maine?,no,easy,easy,data/set3/a2
576,Nassau,Was Nassau placed in operation by Robert Fulton?,yes,easy,easy,data/set3/a2
577,Nassau,Who was Fort Nassau built by?,the Dutch,medium,medium,data/set3/a2
578,Nassau,What is Nassau Coliseum?,"an arena in Uniondale, New York, USA",medium,medium,data/set3/a2
579,Nassau,What was the Dead or Alive 4 fighting arena modeled after?,a Magnetic Accelerator Cannon station from Halo 2,medium,medium,data/set3/a2
580,Nassau,Is Nassau Range the highest mountain range in the world?,no,hard,easy,data/set3/a2
581,Nassau,Is Nassau County named after a German town?,yes,hard,hard,data/set3/a2
582,Nassau,Does the United States have a base near Glasgow?,yes,hard,hard,data/set3/a2
583,Nikola_Tesla,Did Tesla study electrical engineering?,Yes,easy,easy,data/set4/a3
584,Nikola_Tesla,Did Tesla study electrical engineering?,yes,easy,easy,data/set4/a3
585,Nikola_Tesla,Was Tesla born in the United States?,No,easy,easy,data/set4/a3
586,Nikola_Tesla,Was Tesla born in the United States?,no,easy,easy,data/set4/a3
587,Nikola_Tesla,Was Tesla hired by Edison?,Yes,easy,easy,data/set4/a3
588,Nikola_Tesla,Was Tesla hired by Edison?,yes,easy,easy,data/set4/a3
589,Nikola_Tesla,When did Tesla demonstrate wireless communication (radio)?,1893,medium,medium,data/set4/a3
590,Nikola_Tesla,When did Tesla demonstrate wireless communication (radio)?,1893,medium,hard,data/set4/a3
591,Nikola_Tesla,What is the SI unit measuring magnetic flux density or magnetic induction?,the tesla,medium,medium,data/set4/a3
