,Sentence,Label,Dataset
8735,"More concerned with overall feelings , all inclusive ideas , and open-ended oppugn than concrete narrative and definitive answers , Soderbergh 's Solaris is a gorgeous and deceptively minimalist cinematic tone verse form .",4,train
8736,"If Reno is left liberal on the political spectrum, her tough, funny, rather chaotic show is not subversive as much as it is nit-picky about the hypocrisy of our time.",2,train
8737,"It 's easy to be cynical about infotainment in which underdogs scramble the betting odds and the human spirit triumphs , but Westbrook 's foundation and Dalrymple 's film earn their pick up .",2,train
8738,Director Nancy Savoca 's no-frills record of a show forged in still-raw emotions captures the unsettled tenor of that post 9-11 period far better than a more measured or polished production ever could .,4,train
8739,"Pleasant surprise, because despite this stage, the film tells the story of the work - is charming, funny and moving as a professional.",4,train
8740,Hollywood Ending just is n't very funny .,1,train
8741,The script ?,1,train
8742,"in the end , the shoot amounts to being reproof to by tech-geeks , if you 're up for that screen out of thing .",1,train
8743,"A gorgeously strange movie , Heaven is deeply concerned with morality , but it refuses to spell things out for viewers .",3,train
8744,succeed merrily at their endeavor .,3,train
8745,The Sweetest Thing is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance .,0,train
8746,as the scenes of and may be they against shimmering cinematography that lends the ethereal beauty an Asian landscape painting,4,train
8747,His work with actors is particularly impressive .,4,train
8748,Instead of building to a laugh riot we are left with a handful of disparate funny moments of no real consequence .,1,train
8749,The picture show is a mess hall from starting signal to polish .,1,train
8750,The strong guinea pig issue continues to shock passim the motion picture show .,2,train
8751,It 's probably not easy to make such a worthless film ...,0,train
8752,"While it may not add up to the sum of its parts , Holofcener 's film offers just enough insight to keep it from being simpleminded , and the ensemble cast is engaging enough to keep you from shifting in your chair too often .",3,train
8753,"indiana his us government debut , mister Schnitzler bear witness himself a deft pace master and stylist .",4,train
8754,better leaves that room,3,train
8755,There 's much tongue in cheek in the film and there 's no doubt the filmmaker is having fun with it all .,3,train
8756,"Thanks to a small star with big heart , this family film sequel is plenty of fun for all .",4,train
8757,It 's the moving picture show equivalent of a sweaty old rib in a rainwater coat shopping for cheap erotica .,2,train
8758,"Brilliantly written and well-acted , Yellow Asphalt is an uncompromising film .",4,train
8759,"Lee 's achievement extends to his supple understanding of the role that Brown played in American culture as an athlete , a movie star , and an image of black indomitability .",3,train
8760,"Forages for audience sympathy like a temperamental child beg for attention , giving audience no reason out to truly care for its decrepit freaks beyond the promise of a abatement from their incessant whining .",0,train
8761,My soundtrack is film skip the advice and pick . to the up,1,train
8762,It 's likely that whatever you thought of the first production -- pro or con -- you 'll likely think of this one .,2,train
8763,And diesel is not an actor to save it.,1,train
8764,"Although purportedly a study in modern estrangement , it 's really little more than a in particular lean , gay s m fantasy , enfeebling and deadeningly drawn-out .",1,train
8765,"I like all four lead actors a lot and they manage to squeeze a few laughs out of the material, but they are treading water at best in this forgettable effort.",3,train
8766,"Even if you have no interest in the gang-infested , East-vs .",2,train
8767,Everyone should be able to apprise the marvellous motion picture photography and realistic acting .,3,train
8768,Being being no matter how admirably filmmakers gone for broke .,1,train
8769,Plays like a glossy melodrama that occasionally verges on camp .,1,train
8770,"The plot has a list of holes , and at sentence it 's plainly stick .",1,train
8771,"We could have expected a little more human being , and a little less product .",2,train
8772,"A very familiar story about the 'Italian. As told by countless filmmakers - one Chinese-Irish-Latin-Indian-Russian differences and cultural messages, struggling to balance other Hyphen American young men.",2,train
8773,Bigelow offers some flashy twists and turns that occasionally fortify this turgid fable .,3,train
8774,"It remains to be seen whether Statham can move beyond the crime-land action genre , but then again , who says he has to ?",2,train
8775,"Jolting into Charleston rhythms , the story has the sizzle of old news that has finally found the right vent ( accurate ?",2,train
8776,a rich intelligent film that uses its pulpy core conceit to questions of attraction and and how the heart accomodates practical,4,train
8777,"You 'll express joy at either the obviousness of it all or its folly or maybe level its ingenuity , but the point is , you 'll express joy .",2,train
8778,"Jolie gives it that extra little something that makes it worth checking out at theaters , especially if you 're in the mood for something more comfortable than challenging .",3,train
8779,"`` White Oleander , '' the movie , is akin to a Reader 's Digest condensed version of the source material .",1,train
8780,"Although made on a shoestring and unevenly acted , conjures a Lynch-like vision of the rotting underbelly of Middle America .",1,train
8781,"agreeably fast-moving , hard hitting infotainment .",4,train
8782,"Mostly honest , this somber picture reveals itself slowly , intelligently , artfully .",4,train
8783,"The only upside to all of this unpleasantness is , given its Labor Day weekend upload , FearDotCom should log a minimal number of hits .",2,train
8784,"Like a precious and finely cut baseball diamond , magnificent to behold in its sparkling beauty however in world it 's one yobbo rock .",3,train
8785,"Rarely , so almost never , is such high-wattage brainpower coupled with pitch-perfect play and an recherche , unfakable sense of celluloid .",4,train
8786,"Notwithstanding my problem with the movie 's final half hour , I 'm going to recommend SECRETARY , based on the wonderful acting clinic put on by Spader and Gyllenhaal , and also the unique way Shainberg goes about telling what at heart is a sweet little girl -",3,train
8787,moving picture are seduce of footling import .,2,train
8788,"This is a stunning film , a one-of-a-kind tour de force .",4,train
8789,"By the time the surprise ending is revealed , can not revived .",1,train
8790,"In his perception, often humorous way, it tells a story that restatement is validated by the changing composition of the country.",3,train
8791,"Special effects obnoxious outbursts mandatory flatulence and relentless, so five minutes ago pop music soundtrack overwhelm what remains of scruffy charm Dopey old Hanna-Barbera.",0,train
8792,"Arliss Howard 's ambitious , moving , and adventurous directorial debut , Big Bad Love , meets so many of the challenges it poses for itself that one can forgive the film its flaws .",4,train
8793,Often silly -- and gross -- but it 's rarely as moronic as some campus gross-out films .,1,train
8794,"in presume their audience wo sit n't still for a sociology lesson out however entertainingly presented , so conventional trot , the they science-fiction elements of bug-eyed monsters and clothes women They skimpy futuristic .",1,train
8795,"None of this sound promising and , indeed , the first one half of Sorority male child is as alarm as any ' comedy ' to ever spill from a projector 's lens .",0,train
8796,The cast is top-notch and I predict there will be plenty of female audience members drooling over Michael Idemoto as Michael .,4,train
8797,If only there were one for this kind of movie .,2,train
8798,A poignant comedy that offers food for thought .,4,train
8799,"Directed without the expected flair or imagination by Hong Kong master John Woo , Windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .",1,train
8800,"Austin mightiness in Goldmember is a cinematic car bust up , a catastrophic collision of tastelessness and fret that nevertheless will leave fans clamor for another ride .",1,train
8801,"If you like blood , sand and crazy beasts stalking gentlemans gentleman with guns though ... you will potential relish this monster .",3,train
8802,"While it is welcome to see a Chinese film depict a homosexual relationship in a mature and frank fashion , Lan Yu never catches dramatic fire .",1,train
8803,"Every the crackles tension with 're and the , end of by flick , you moment on the edge of your seat .",4,train
8804,"Go , girls , right down the reality drain .",1,train
8805,Family fantasy that ends up doing very little with their imaginative space.,2,train
8806,"Filmmakers Dana and Amir headed , Far East , in retelling , and personal , episode how one international welcomed tens of thousands of Jewish refugees while the world 's",3,train
8807,"If anything , see it for Karen Black , who camps up a storm as a fringe feminist conspiracy theorist named Dirty Dick .",3,train
8808,But it also has many of the things that made the first one charming .,3,train
8809,There 's none of the happily-ever - after spangle of Monsoon Wedding in Late Marriage -- and that 's part of what makes Dover Kosashvili 's outstanding feature debut so potent .,4,train
8810,"angstrom unit witty , impulsive feature article entry .",3,train
8811,A flawed film but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly succeeds .,2,train
8812,"This charming , thought-provoking New York fest of life and love has its rewards .",4,train
8813,"on twister brain , less a bankruptcy A a funny . weird meditation than Hollywood , success , artistic integrity and intellectual movie-movie and",2,train
8814,"It 's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .",3,train
8815,A spin-off of glossy B-movie revenge flick.,2,train
8816,Warm and exotic .,3,train
8817,"Watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say , when Carol Kane appears on the screen .",1,train
8818,Moonlight Mile does n't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy .,3,train
8819,"Not schlocky monster features but some of the more stylish and brain - and therefore, more chillingly effective.",3,train
8820,"Of all the Halloween 's , this is the most visually unappealing .",0,train
8821,Deuces Wild an encyclopedia cliches that shoplifts shamelessly from farewell-to-innocence The A Bronx Tale without cribbing any their intelligence .,1,train
8822,"As a girl-meets-girl romantic drollery , smooching Jessica Steinis quirky , charm and ofttimes hilarious .",4,train
8823,just enjoyed as a work out of fiction barrack by real-life case .,3,train
8824,Matches 's by the humanity of a war-torn filled with people want to their lives .,2,train
8825,"A simple tale of an unlikely friendship , but thanks to the locales performances , it has considerable charm .",4,train
8826,Soderbergh skims film the fat the 1972 from .,3,train
8827,"the like the world of his plastic film , Hartley created a monster but did n't recognise how to grip it .",1,train
8828,It will guarantee to have you leaving the theater with a smile on your face .,4,train
8829,"For all its plot of ground twists , and some of them verge on the bizarre as the film nose down , Blood knead is a strong , character-oriented firearm .",2,train
8830,A serious movie with serious ideas .,4,train
8831,"Nicholson Jack That his this a so watchable but man craft not only to his tribute , is to makes legend .",4,train
8832,"What ensues is a bloody, drug-induced intestinal mass evacuations and no one is too funny commentary on the cultural differences between Americans and British.",0,train
8833,It 's a boom-box of a movie that to have been titled ... audience might and the Ludicrous ' ' the pandering Loud a moviegoing . dominated by young males is all too calculated The,2,train
8834,"Its cast full of performances more make up logical loopholes , which fly by fast there 's no time about them",3,train
8835,"At best , it 's Down more .",3,train
8836,blatantly but . Exhilarating biased,3,train
8837,This will go on so long as there are moviegoers anxious to see strange young guys doing strange guy things .,2,train
8838,Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros .,3,train
8839,"Filmmakers Dana Janklowicz-Mann and Amir Mann area headed east , Far East , in retelling a historically significant , and personal , episode detailing how one international city welcomed tens of thousands of German Jewish refugees while the world 's democracie",3,train
8840,Start reading your scripts before signing that dotted line .,1,train
8841,"commemorate Wahlberg ... crataegus laevigata look classy in a '60s - homage pokepie hat , but as a fibre he 's juiceless , juiceless , juiceless .",2,train
8842,Renner carries much of the film with a creepy and dead-on performance .,4,train
8843,"Instead of making his own style , director Marcus ecstasy just copies from various sources -- unspoilt sources , big salmagundi",0,train
8844,"Reno does what he can in a thankless place , the moving picture ricochets from humor to violence and back again , and Ryoko Hirosue makes us marvel if she is invariably like that .",2,train
8845,By the time the cast is no lack.,2,train
8846,A visual spectacle full of stunning images and effects .,4,train
8847,Great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium-seat megaplex .,3,train
8848,"For all its broody quality , ash tree Wednesday is suspenseful and at long last unpredictable , with a greatest ensemble cast .",3,train
8849,film tries spousal abuse but veers off course and becomes .,2,train
8850,"Nelson 's intentions are good , but the end result does no justice to the story itself .",1,train
8851,just it was n't .,1,train
8852,"The Mothman Prophecies , which is mostly a bore , seems to exist only for its climactic setpiece .",1,train
8853,Falls short in explaining the music and its roots .,2,train
8854,"A compelling pre-WWII drama with vivid characters and a warm , moving message .",4,train
8855,"The movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it .",0,train
8856,The rare Imax movie that you 'll wish was longer than an hour .,3,train
8857,Family of neurosis and negativity is shows the promise digital filmmaking .,3,train
8858,"The result is more depressing than liberating , but it 's never boring .",2,train
8859,"The film would have been had the balance shifted in favor water-bound action land-based ' drama , but the emphasis on the leaves Blue Crush waterlogged .",1,train
8860,lyrical metaphor and personal a view of little-remembered world .,3,train
8861,The sheer dumbness of the plot other than its one honest idea and the film 's inescapable aerate of shabbiness get you down .,0,train
8862,"It ''s like Allen, at 66, has stopped against the account itself.",1,train
8863,"A loud , low-budget and tired formula film that arrives cloaked in the euphemism ` urban drama . '",0,train
8864,"Though there 's a clarity of purpose and even-handedness to the film 's direction , the drama feels rigged and sluggish .",1,train
8865,"The formula is familiar, but fun.",3,train
8866,"Real Women may have many agendas , but it also will win you over , in a big way .",4,train
8867,It is as raw and action-packed an experience as a ringside seat at a tough-man competition.,4,train
8868,"(T) he script is not at the direction or performance are uneven by members of the cast, who seem bound and determined to duplicate Bela Lugosi accent now is the vampire cliché.",1,train
8869,"In truth , it has all the heart of a smut ruffle but none of the unmingled thirst .",1,train
8870,Do not hate the El Crimen del Padre Amaro because it is anti-Catholic.,2,train
8871,Only in its final surprising shots does Rabbit-Proof Fence find the authority it 's looking for .,2,train
8872,Constantly slips from the grasp of its maker .,0,train
8873,"There are plenty of scenes in Frida that do work , but rarely do they involve the title character herself .",3,train
8874,I 'm going to give it a marginal thumbs up .,3,train
8875,"sometimes charming , sometimes exasperating , this Argentinean ' dramedy ' deliver the goods mainly on the shoulders of its worker .",3,train
8876,. Go,2,train
8877,"No better or than Truth or , ' or any other interchangeable actioner with Mafia toolbags botching a assignment in a Western backwater .",1,train
8878,"group a please , often-funny funniness .",3,train
8879,An uninspired preachy and clichéd war film .,1,train
8880,Ryan Gosling ... is at 22 a powerful young actor .,4,train
8881,A well-crafted film that is all the more remarkable because it achieves its emotional power and moments of revelation with restraint and a delicate ambiguity .,3,train
8882,"It throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , `` Look at this !",3,train
8883,keel between flabby satire and what is suppositional to be swashbuckler farce .,0,train
8884,It's a longtime fan of the insurmountable difficulty and errors for their work to be swept up in style.,2,train
8885,"Fully suspense, well-paced, and finally ... dare I say, entertaining!",4,train
8886,A thoroughly entertaining comedy that uses Grant 's own twist of acidity to prevent itself from succumbing to its own bathos .,4,train
8887,"Eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot .",0,train
8888,"The movie spends more time with Schneider than with newcomer McAdams , even though her performance is more interesting ( and funnier ) than his .",1,train
8889,The film 's constant mood of melancholy and its unhurried narrative are masterfully controlled .,4,train
8890,"... the one thing this Wild film has that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house .",2,train
8891,Worth seeing just for Weaver and LaPaglia .,3,train
8892,"While the transgressive trappings ( especially the frank sex scenes ) ensure that the film is never dull , Rodrigues 's beast-within metaphor is ultimately rather silly and overwrought , making the ambiguous ending seem goofy rather than provocative .",1,train
8893,It 's an 88-minute highlight reel that 's 86 minutes too long .,0,train
8894,Could this be the first major studio production shot on video tape instead of film ?,1,train
8895,"Good actors have a radar for juicy roles -- there 's a plethora of characters in this picture , and not one of them is flat .",3,train
8896,thither has to be a few vantage to never uprise previous .,2,train
8897,Watch the barber if you 're in need of repair - the cube is not worth sitting through.,1,train
8898,... works on some levels and is certainly worth seeing at least once .,3,train
8899,it 's not too spicy and it 's not too offense .,2,train
8900,A gift anyone who loves both and cinema,3,train
8901,A fascinating but choppy,2,train
8902,Playing a role of almost Bergmanesque intensity ... Bisset is both convincing and radiant .,3,train
8903,A backhanded ode to by of penned female either man who has little clue about women the nature friendship a or of camaraderie .,1,train
8904,"On its own staggeringly unoriginal terms , this gender-bending comedy is generally quite funny .",3,train
8905,"Opening with some contrived banter , cliches and some loose ends , the screenplay only comes into its own in the second half .",2,train
8906,The verdict : Two bodies and hardly a laugh between them .,1,train
8907,"quiet , patient and tenacious as Mr. Lopez himself , who approaches his , work with remarkable serenity discipline",4,train
8908,The sequel plays out like a flimsy excuse to give Blade fans another look at Wesley Snipes ' iconic hero doing battle with dozens of bad guys -- at once .,1,train
8909,"A knowing look at female friendship , spiked with raw urban humor .",3,train
8910,"Big Fat Liar is little more than Home Alone raised to a new , self-deprecating level .",0,train
8911,"It 's pretty linear and only makeup-deep , but Bogdanovich ties it together with efficiency and an affection for the period .",3,train
8912,"Director-chef Gabriele Muccino restrain it tight -- peppy , comin ' at ya -- as if fearing that his take is molto superficiale .",2,train
8913,The big-screen Scooby makes the silly master copy toon seem ache and well-crafted in comparability .,0,train
8914,"a confident , richly acted , emotionally devastating piece of work and 2002 's first great film",4,train
8915,"Suspend the disbelief here and now your or your 'll credits shaking , be all you way to the head .",1,train
8916,"placid , the updated Dickensian esthesia of writer Craig john bartlett 's narration is appealing .",3,train
8917,"The case is a convincing one , and should give anyone with a conscience reason to pause .",4,train
8918,"get has White developed characters so much but one-dimensional laughs caricatures buffoons that n't him a few , as nothing else .",1,train
8919,"Terrific as Nadia , a Russian mail-order bride who seed to America speechmaking not a word of English , it 's Kidman who give the film together with a supremely kittenish performance that gradually accumulates more stratum .",3,train
8920,"Broomfield 's style of news media is hardly news media at all , and even those with an devouring sake in the subject will raise impatient .",1,train
8921,"The film is a masterpiece of nuance and characterization , marred only by an inexplicable , utterly distracting blunder at the very end .",2,train
8922,"Boldly engineering a collision between tawdry B-movie flamboyance and grandiose spiritual anomie , Rose 's film , true to its source material , provides a tenacious demonstration of death as the great equalizer .",2,train
8923,'s contrivances are uncomfortably strained,1,train
8924,"Whatever complaints I might have , I 'd take ( its ) earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like Antwone Fisher or The Emperor 's Club any time .",3,train
8925,"Presents a side of contemporary Chinese life that many outsiders will be surprised to know exists , and does so with an artistry that also smacks of revelation .",3,train
8926,Highly recommended as an engross write up about a frightful historical upshot and the elements which contributed to it .,3,train
8927,"There are some fairly unsettling scenes , but they never succeed in really rattling the viewer .",1,train
8928,"If from Elysian Fields is by smallness , it also elevated by it -- the kind of movie that you more because you one of the lucky few who sought out .",3,train
8929,"It 's the element of condescension , as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes Sex With Strangers , which opens today in the New York metropolitan area , so distasteful .",0,train
8930,"Director Alfonso Cuaron gets vivid , convincing performances from a fine cast narrator and generally keeps occasionally going . a rapid things , pace in an omniscient voice-over , using the manner of French New Wave films at",3,train
8931,"Mandel Holland 's direction is uninspired , and his scripting unsurprising , but the performances by Phifer and Black are ultimately winning .",2,train
8932,This makes me say clearly: Abandon all hope for a good movie that you enter here.,0,train
8933,"Before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , Steven Shainberg 's adaptation of Mary Gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience .",3,train
8934,associate in nursing intense and effective film about forlornness and the chilly anonymity of the environments where so many of the states spend so a lot of our time .,3,train
8935,deoxyadenosine monophosphate modest film with john r major pleasures from Portuguese master Manoel delaware Oliviera ...,4,train
8936,"In some ways , Lagaan is quintessential Bollywood .",2,train
8937,The dark and bittersweet twist feels strange as affair release awful and tragical during the final third of the film .,2,train
8938,"More concerned with overall feelings , broader ideas , and open-ended questions than concrete story and definitive answers , Soderbergh 's Solaris is a gorgeous and deceptively minimalist cinematic tone poem .",4,train
8939,An interesting twist to the French coming-of-age genre.,3,train
8940,Some remarkable achival film about how Shanghai ( of all places ) served Jews who escaped the Holocaust .,3,train
8941,"What makes the film special is the refreshingly unhibited ebullience that the people , in spite of clearly unmistakable poorness and hardship , bring to their medicine .",3,train
8942,... a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical needs .,4,train
8943,It 's too bad that the rest is n't more compelling .,2,train
8944,"Texan director George Ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare .",4,train
8945,A high-minded snoozer .,1,train
8946,", The Sum of wholly dread is but a well-made and comforting thriller .",4,train
8947,"Niccol the filmmaker merges his collaborators ' symbolic images with his words , insinuating , for example , that in Hollywood , only God speaks to the press",3,train
8948,The only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .,0,train
8949,"Open-ended and composed of layer upon layer , Talk to Her is a cinephile 's feast , an invitation to countless interpretations .",2,train
8950,"But if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie .",0,train
8951,"Still , it just sits there similar a english lulu no single ordered .",1,train
8952,The film pose visceral and dangerously honest apocalypse about the isle of man and machines behind the pall of our planet .,3,train
8953,Represents a worthy departure from the culture clash comedies that have marked an emerging Indian American cinema .,3,train
8954,"Originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller .",3,train
8955,youth hypnotic cruel story and cyber hymn a of A culture .,3,train
8956,After that it becomes long and tedious like a classroom play in a college history course .,0,train
8957,"Content merely to lionize its title character and exploit his anger - all for easy sanctimony , formulaic thrills and a ham-fisted sermon on the need for national health insurance .",1,train
8958,"Unsurprisingly , the way this all works out makes the women look more like stereotypical caretakers and moral teachers , instead of serious athletes .",1,train
8959,"The criticism never rises above easy , cynical potshots at morally bankrupt characters ...",1,train
8960,", of too thin , characterizations these profound Spreads as well as the commune itself the members , short of actors leaving",0,train
8961,"Unless Bob Crane is someone of particular interest to you , this film 's impressive performances and adept direction are n't likely to leave a lasting impression .",1,train
8962,It 's quite an achievement to set and shoot a movie at the Cannes Film Festival and yet fail to capture its visual appeal or its atmosphere .,0,train
8963,This mickle of a movie is zero short of a farce of a cross dresser comedy .,0,train
8964,"It puts Washington , as honest working man John Q. Archibald , on a pedestal , then keeps lifting the pedestal higher .",3,train
8965,"Although tender and touching, movies a little more dramatic tension, and will benefit from some editing.",2,train
8966,A live-wire film that never loses its ability to shock and amaze .,4,train
8967,"A good music documentary , probably one of the best since The Last Waltz .",4,train
8968,An unremarkable modern action comedy buddy movie nod to nostalgia is title,2,train
8969,May puzzle his most ardent fans .,1,train
8970,"E.T. , because its flabbergasting principals Robert 14-year-old works from , faraway Drew Barrymore convince 10-year-old Henry Thomas , and us of the existence of the wise , wizened visitor MacNaughton a 6-year-old planet .",4,train
8971,Worth catching for Griffiths ' warm and winning central performance .,3,train
8972,"If you think it 's a riot to see Rob Schneider in a young woman 's clothes , then you 'll enjoy The Hot Chick .",3,train
8973,Blithely anachronistic and slyly achronological .,2,train
8974,"There 's no question that Epps scores once or twice , but it 's telling that his funniest moment comes when he falls about ten feet onto his head .",2,train
8975,There 's more repetition than creativity throughout the movie .,1,train
8976,We 've care calvin klein 's other form but Rollerball go away us cold .,0,train
8977,Heartwarming and gently comic even as the film breaks your heart .,3,train
8978,The difference between Cho and most strip is that her self confidence in her stuff is deserve .,3,train
8979,"It understands, in a way that speaks strongly enough mechanisms to overcome poverty pretty simple filmmaking.",2,train
8980,"An inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more .",0,train
8981,"... This story gets more stupid, not scary, as it goes along ...",1,train
8982,"Hashiguchi vividly captures the way young Japanese live now , chafing against their culture 's manic mix of millennial brusqueness and undying , traditional politesse .",3,train
8983,Eric Schweig and Graham Greene both exude an air of dignity that 's perfect for the proud warrior that still lingers in the souls of these characters .,4,train
8984,information technology break when Mr. Taylor tries to transformation the feeling to a thriller 's rush .,1,train
8985,"Is not so much a work of entertainment as it is a unique , well-crafted psychological study of grief .",4,train
8986,"Leave it to the French to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy melodrama .",4,train
8987,"With little visible talent and no energy , Colin Hanks is in bad need of major acting lessons and maybe a little coffee .",0,train
8988,information technology recycles every clich about gays in what is essentially an extensive scoop opera house .,0,train
8989,"Plodding , poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo .",0,train
8990,To Blandly Go Where We Went 8 Movies Ago ...,1,train
8991,"It 's difficult to feel while this movie , beyond detached at .",1,train
8992,Might vanity with of be show projects in which a renowned filmmaker attempts to those off people talent by surrounding himself one untalented his .,2,train
8993,It 's definitely a step in the right direction.,3,train
8994,"Affleck merely creates an outline for a office he stillness needs to arise into , a office that fording effortlessly filled with authority .",2,train
8995,"Broomfield is energized by Volletta Wallace 's maternal fury , her fearlessness , and because of that , his film crackles .",4,train
8996,"Lan Yu, of course, serves melodrama, but Happy Together shoots that this is not a great offer (and wages).",2,train
8997,It 's not too much of anything .,1,train
8998,". the era Sopranos The of , it feels painfully inauthentic and redundant In",1,train
8999,"The exploitative , clumsily staged violence overshadows everything , including most of the actors .",3,train
9000,"Highlighted by a spirited flair and an excellent cast , it 's honest than unity might expect when you look at the list of movies starring Ice-T in a major role .",3,train
9001,Stiff and schmaltzy and clumsily directed .,0,train
9002,"Baran is shockingly devoid of your typical Majid Majidi shoe-loving , crippled children .",1,train
9003,"The Ring is worth a look , if you do n't demand much more than a few cheap thrills from your Halloween entertainment .",2,train
9004,Australian actor/director John Polson and award-winning English cinematographer Giles Nuttgens make a terrific effort at disguising the obvious with energy and innovation .,3,train
9005,"adenine family film that contains some hefty thematic material on time , dying , eternity , and what is needed to live a deep and full lifetime .",3,train
9006,"Simplistic , silly and tedious .",1,train
9007,It 's good to see Michael Caine whipping out the dirty words and punching people in the stomach again .,3,train
9008,This crataegus oxycantha be combust 's strongest celluloid since The pal McMullen .,4,train
9009,The fix go from utter forsake to gorgeous beach .,3,train
9010,"Though Nijinsky 's words grow increasingly disturbed , the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature .",3,train
9011,"Bolstered by an astonishing voice cast ( excepting Love Hewitt ) , an interesting racial tension , and a storyline that I have n't encountered since at least Pete 's Dragon .",3,train
9012,Blue Crush is so prolonged and boring it is n't even close to being the barn-burningly bad movie it promised it would be .,1,train
9013,"a , yet piece .",3,train
9014,Has the marks of a septuagenarian ; it 's a crusty treatment of a clever gimmick .,2,train
9015,A dark comedy that goes for sick and demented humor simply to do so .,1,train
9016,which is the subject of a long two years as the business begins to look like his performance in Befuddled,1,train
9017,endure from all the nimiety of the music genre .,1,train
9018,"There 's a scientific law to be tell apart here that producers would be well to regard Mediocre motion picture show start to drag as soon as the action speeds up when the burst start , they fall to pieces .",0,train
9019,"Moretti ... is the rare common-man artist who 's wise enough to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness .",3,train
9020,"A variation tired, unimaginative and derivative of a genre that has been shallow.",1,train
9021,"like Hannibal would say, yes, `S 'appears to be an old friend for dinner.",3,train
9022,"They may have had my eye on snapping elaborate choreography, singing and broke into the finger, but I kept looking for the exit from Brooklyn is in a position in the past.",1,train
9023,Rarely has sex on screen anti-erotic so aggressive be.,0,train
9024,A thriller made from a completist 's checklist rather than with a cultist 's passion .,2,train
9025,"Deep intelligence and a warm , enveloping affection breathe out of every frame .",4,train
9026,"High irritating at first, passive techniques you Kouri 's eventually begins to yield some interesting results.",2,train
9027,"in a long line of war movies this one is not quite what it could have been as film , but the story and up for it",2,train
9028,"Much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice .",3,train
9029,"Supposedly based upon real , or at least soberly reported incidents , the film ends with a large human tragedy .",2,train
9030,Rather less than the sum of its underventilated père-fils confrontations .,1,train
9031,Moving and vibrant .,4,train
9032,The film 's images give a backbone to the company and provide an emotional edge to its ultimate demise .,3,train
9033,"Beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .",4,train
9034,"Will undoubtedly play well in European markets , where Mr. Besson is a brand name , and in Asia , where Ms. Shu is an institution , but American audiences will probably find it familiar and insufficiently cathartic .",1,train
9035,"Expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .",3,train
9036,"For a unveiling film , Skin of Man , substance of Beast look unusually insure .",2,train
9037,Generic thriller junk .,0,train
9038,"But then again , I hate myself most mornings .",1,train
9039,Quitting offers piercing domestic drama with spikes of sly humor .,3,train
9040,"This is a story that Zings throughout with originality, humor and pathos.",4,train
9041,"... tara Reid act a college journalist , but she attend like the six-time winner of the Miss Hawaiian Tropic Pageant , so I do n't love what she 's doing in here ...",1,train
9042,"Throughout all the tumult , a question comes to mind : So why is this so boring ?",1,train
9043,"One thing 's for sure -- if George Romero had directed this movie , it would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head .",1,train
9044,"The best thing, fierce approach to romantic comedy, the way a lot can be painful.",2,train
9045,... its stupidities wind up sticking in one 's mind a lot more than the cool bits .,2,train
9046,"It shares the first two films ' loose-jointed structure , but laugh-out-loud bits are few and far between .",2,train
9047,"Recoing 's fantastic performance does n't exactly reveal what makes Vincent tick , but perhaps any definitive explanation for it would have felt like a cheat .",2,train
9048,"... begins with promise , but runs aground after being snared in its own tangled plot .",1,train
9049,story head hole could force you to The a alone scratch your in .,1,train
