sentence_index,sentence,phrase,phrase_id,sentiment_value,sentiment_class,sentiment_cls_value
6707,"In the era of The Sopranos , it feels painfully redundant and inauthentic .","In the era of The Sopranos , it feels painfully redundant and inauthentic .",106714,0.31944,Negative,1
6708,"The overall vibe is druggy and self-indulgent , like a spring-break orgy for pretentious arts majors .","The overall vibe is druggy and self-indulgent , like a spring-break orgy for pretentious arts majors .",110062,0.29167,Negative,1
6709,Breen 's script is sketchy with actorish notations on the margin of acting .,Breen 's script is sketchy with actorish notations on the margin of acting .,104853,0.36111,Negative,1
6710,"There 's no question that Epps scores once or twice , but it 's telling that his funniest moment comes when he falls about ten feet onto his head .","There 's no question that Epps scores once or twice , but it 's telling that his funniest moment comes when he falls about ten feet onto his head .",110323,0.56944,Neutral,2
6711,If only Merchant paid more attention the story .,If only Merchant paid more attention the story .,106594,0.36111,Negative,1
6712,"At the one-hour mark , Herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion .","At the one-hour mark , Herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion .",104579,0.13889,Very_Negative,0
6713,... too contrived to be as naturally charming as it needs to be .,... too contrived to be as naturally charming as it needs to be .,103250,0.27778,Negative,1
6714,"A simpler , leaner treatment would have been preferable ; after all , being about nothing is sometimes funnier than being about something .","A simpler , leaner treatment would have been preferable ; after all , being about nothing is sometimes funnier than being about something .",103876,0.33333,Negative,1
6716,Everything about it from the bland songs to the colorful but flat drawings is completely serviceable and quickly forgettable .,Everything about it from the bland songs to the colorful but flat drawings is completely serviceable and quickly forgettable .,105718,0.29167,Negative,1
6717,"Not the Great American Comedy , but if you liked the previous movies in the series , you 'll have a good time with this one too .","Not the Great American Comedy , but if you liked the previous movies in the series , you 'll have a good time with this one too .",108071,0.75,Positive,3
6718,A domestic melodrama with weak dialogue and biopic cliches .,A domestic melodrama with weak dialogue and biopic cliches .,103536,0.25,Negative,1
6719,"Mr. Goyer 's loose , unaccountable direction is technically sophisticated in the worst way .","Mr. Goyer 's loose , unaccountable direction is technically sophisticated in the worst way .",224912,0.16667,Very_Negative,0
6720,The movie is so thoughtlessly assembled .,The movie is so thoughtlessly assembled .,110007,0.63889,Positive,3
6721,"Benigni presents himself as the boy puppet Pinocchio , complete with receding hairline , weathered countenance and American Breckin Meyer 's ridiculously inappropriate Valley Boy voice .","Benigni presents himself as the boy puppet Pinocchio , complete with receding hairline , weathered countenance and American Breckin Meyer 's ridiculously inappropriate Valley Boy voice .",104697,0.45833,Neutral,2
6722,plays like some corny television production from a bygone era,plays like some corny television production from a bygone era,130304,0.38889,Negative,1
6723,The end result is like cold porridge with only the odd enjoyably chewy lump .,The end result is like cold porridge with only the odd enjoyably chewy lump .,109741,0.38889,Negative,1
6724,"For all the charm of Kevin Kline and a story that puts old-fashioned values under the microscope , there 's something creepy about this movie .","For all the charm of Kevin Kline and a story that puts old-fashioned values under the microscope , there 's something creepy about this movie .",105839,0.65278,Positive,3
6725,"I was feeling this movie until it veered off too far into the Exxon zone , and left me behind at the station looking for a return ticket to realism .","I was feeling this movie until it veered off too far into the Exxon zone , and left me behind at the station looking for a return ticket to realism .",106533,0.23611,Negative,1
6726,Producer John Penotti surveyed high school students ... and came back with the astonishing revelation that `` they wanted to see something that did n't talk down to them . '',Producer John Penotti surveyed high school students ... and came back with the astonishing revelation that `` they wanted to see something that did n't talk down to them . '',225515,0.625,Positive,3
6727,"Ignoring that , he made Swimfan anyway","Ignoring that , he made Swimfan anyway",106655,0.31944,Negative,1
6728,Naipaul fans may be disappointed .,Naipaul fans may be disappointed .,107931,0.20833,Negative,1
6729,"Those who are not acquainted with the author 's work , on the other hand , may fall fast asleep .","Those who are not acquainted with the author 's work , on the other hand , may fall fast asleep .",226728,0.27778,Negative,1
6730,"Hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound .","Hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound .",106257,0.36111,Negative,1
6731,"If you 're a Crocodile Hunter fan , you 'll enjoy at least the `` real '' portions of the film .","If you 're a Crocodile Hunter fan , you 'll enjoy at least the `` real '' portions of the film .",223936,0.55556,Neutral,2
6732,"If you 're looking for a story , do n't bother .","If you 're looking for a story , do n't bother .",106619,0.22222,Negative,1
6733,Full Frontal had no effect and elicited no sympathies for any of the characters .,Full Frontal had no effect and elicited no sympathies for any of the characters .,105914,0.22222,Negative,1
6734,"By that measure , it is a failure .","By that measure , it is a failure .",222849,0.069444,Very_Negative,0
6735,A baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise .,A baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise .,103404,0.31944,Negative,1
6736,"An affable but undernourished romantic comedy that fails to match the freshness of the actress-producer and writer 's previous collaboration , Miss Congeniality .","An affable but undernourished romantic comedy that fails to match the freshness of the actress-producer and writer 's previous collaboration , Miss Congeniality .",104248,0.33333,Negative,1
6737,"Sometimes this modest little number clicks , and sometimes it does n't .","Sometimes this modest little number clicks , and sometimes it does n't .",109083,0.45833,Neutral,2
6738,"Like a pack of dynamite sticks , built for controversy .","Like a pack of dynamite sticks , built for controversy .",107448,0.38889,Negative,1
6739,"The film is explosive , but a few of those sticks are wet .","The film is explosive , but a few of those sticks are wet .",226275,0.54167,Neutral,2
6740,Has its charming quirks and its dull spots .,Has its charming quirks and its dull spots .,106168,0.56944,Neutral,2
6741,"An admitted egomaniac , Evans is no Hollywood villain , and yet this grating showcase almost makes you wish he 'd gone the way of Don Simpson .","An admitted egomaniac , Evans is no Hollywood villain , and yet this grating showcase almost makes you wish he 'd gone the way of Don Simpson .",104245,0.26389,Negative,1
6742,"The audience when I saw this one was chuckling at all the wrong times , and that 's a bad sign when they 're supposed to be having a collective heart attack .","The audience when I saw this one was chuckling at all the wrong times , and that 's a bad sign when they 're supposed to be having a collective heart attack .",149227,0.34722,Negative,1
6743,Everyone 's to blame here .,Everyone 's to blame here .,145210,0.31944,Negative,1
6744,You get the impression that writer and director Burr Steers knows the territory ... but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .,You get the impression that writer and director Burr Steers knows the territory ... but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .,151136,0.31944,Negative,1
6745,Less a study in madness or love than a study in schoolgirl obsession .,Less a study in madness or love than a study in schoolgirl obsession .,147125,0.33333,Negative,1
6746,Rice never clearly defines his characters or gives us a reason to care about them .,Rice never clearly defines his characters or gives us a reason to care about them .,148283,0.29167,Negative,1
6747,"It 's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .","It 's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .",146395,0.44444,Neutral,2
6748,"A slight and obvious effort , even for one whose target demographic is likely still in the single digits , age-wise .","A slight and obvious effort , even for one whose target demographic is likely still in the single digits , age-wise .",143348,0.40278,Neutral,2
6749,Sex With Strangers will shock many with its unblinking frankness .,Sex With Strangers will shock many with its unblinking frankness .,148513,0.55556,Neutral,2
6750,But what is missing from it all is a moral .,But what is missing from it all is a moral .,222835,0.36111,Negative,1
6751,What is the filmmakers ' point ?,What is the filmmakers ' point ?,150834,0.5,Neutral,2
6752,Why did they deem it necessary to document all this emotional misery ?,Why did they deem it necessary to document all this emotional misery ?,227157,0.20833,Negative,1
6753,"You see Robin Williams and psycho killer , and you think , hmmmmm .","You see Robin Williams and psycho killer , and you think , hmmmmm .",227306,0.44444,Neutral,2
6754,"You see the movie and you think , zzzzzzzzz .","You see the movie and you think , zzzzzzzzz .",227309,0.11111,Very_Negative,0
6755,Downright transparent is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating .,Downright transparent is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating .,223188,0.19444,Very_Negative,0
6756,The movie slides downhill as soon as macho action conventions assert themselves .,The movie slides downhill as soon as macho action conventions assert themselves .,149619,0.125,Very_Negative,0
6757,"Formulaic to the 51st power , more like .","Formulaic to the 51st power , more like .",145467,0.27778,Negative,1
6758,Draggin ' about dragons,Draggin ' about dragons,144972,0.44444,Neutral,2
6759,"Howard and his co-stars all give committed performances , but they 're often undone by Howard 's self-conscious attempts to find a ` literary ' filmmaking style to match his subject .","Howard and his co-stars all give committed performances , but they 're often undone by Howard 's self-conscious attempts to find a ` literary ' filmmaking style to match his subject .",145901,0.33333,Negative,1
6760,"A respectable but uninspired thriller that 's intelligent and considered in its details , but ultimately weak in its impact .","A respectable but uninspired thriller that 's intelligent and considered in its details , but ultimately weak in its impact .",143300,0.40278,Neutral,2
6761,"Jones helps breathe some life into the insubstantial plot , but even he is overwhelmed by predictability .","Jones helps breathe some life into the insubstantial plot , but even he is overwhelmed by predictability .",146925,0.5,Neutral,2
6762,The movie just has too much on its plate to really stay afloat for its just under ninety minute running time .,The movie just has too much on its plate to really stay afloat for its just under ninety minute running time .,149615,0.45833,Neutral,2
6763,"Comes off more like a misdemeanor , a flat , unconvincing drama that never catches fire .","Comes off more like a misdemeanor , a flat , unconvincing drama that never catches fire .",144563,0.23611,Negative,1
6764,Offers absolutely nothing I had n't already seen .,Offers absolutely nothing I had n't already seen .,147866,0.20833,Negative,1
6765,"`` Analyze That '' is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original .","`` Analyze That '' is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original .",227415,0.11111,Very_Negative,0
6766,"You might say Tykwer has done all that Heaven allows , if you wanted to make as anti-Kieslowski a pun as possible .","You might say Tykwer has done all that Heaven allows , if you wanted to make as anti-Kieslowski a pun as possible .",227299,0.52778,Neutral,2
6767,Suffice to say its total promise is left slightly unfulfilled .,Suffice to say its total promise is left slightly unfulfilled .,226005,0.27778,Negative,1
6768,"Complex , sinuously plotted and , somehow , off-puttingly cold .","Complex , sinuously plotted and , somehow , off-puttingly cold .",144579,0.36111,Negative,1
6769,"First-time writer-director Dylan Kidd also has a good ear for dialogue , and the characters sound like real people .","First-time writer-director Dylan Kidd also has a good ear for dialogue , and the characters sound like real people .",145361,0.63889,Positive,3
6770,"... an airless , prepackaged Julia Roberts wannabe that stinks so badly of hard-sell image-mongering you 'll wonder if Lopez 's publicist should share screenwriting credit .","... an airless , prepackaged Julia Roberts wannabe that stinks so badly of hard-sell image-mongering you 'll wonder if Lopez 's publicist should share screenwriting credit .",142774,0.125,Very_Negative,0
6771,"Goldmember has none of the visual wit of the previous pictures , and it looks as though Jay Roach directed the film from the back of a taxicab .","Goldmember has none of the visual wit of the previous pictures , and it looks as though Jay Roach directed the film from the back of a taxicab .",145624,0.055556,Very_Negative,0
6772,Could as easily have been called ` Under Siege 3 : In Alcatraz ' ... a cinematic corpse that never springs to life .,Could as easily have been called ` Under Siege 3 : In Alcatraz ' ... a cinematic corpse that never springs to life .,144631,0.23611,Negative,1
6773,In comparison to his earlier films it seems a disappointingly thin slice of lower-class London life ; despite the title ... amounts to surprisingly little .,In comparison to his earlier films it seems a disappointingly thin slice of lower-class London life ; despite the title ... amounts to surprisingly little .,146297,0.18056,Very_Negative,0
6774,Lame Sweet Home leaves no Southern stereotype unturned .,Lame Sweet Home leaves no Southern stereotype unturned .,147076,0.33333,Negative,1
6775,"Slow , dry , poorly cast , but beautifully shot .","Slow , dry , poorly cast , but beautifully shot .",148652,0.54167,Neutral,2
6776,"The jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .","The jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .",149495,0.15278,Very_Negative,0
6777,Will give many ministers and Bible-study groups hours of material to discuss .,Will give many ministers and Bible-study groups hours of material to discuss .,150954,0.625,Positive,3
6778,"But mainstream audiences will find little of interest in this film , which is often preachy and poorly acted .","But mainstream audiences will find little of interest in this film , which is often preachy and poorly acted .",222785,0.23611,Negative,1
6779,"In its chicken heart , Crush goes to absurd lengths to duck the very issues it raises .","In its chicken heart , Crush goes to absurd lengths to duck the very issues it raises .",146306,0.29167,Negative,1
6780,This long and relentlessly saccharine film is a clear case of preaching to the converted .,This long and relentlessly saccharine film is a clear case of preaching to the converted .,150266,0.15278,Very_Negative,0
6781,The film is flat .,The film is flat .,149418,0.36111,Negative,1
6782,The movie is a lumbering load of hokum but ... it 's at least watchable .,The movie is a lumbering load of hokum but ... it 's at least watchable .,149600,0.38889,Negative,1
6783,It 's a boom-box of a movie that might have been titled ` The Loud and the Ludicrous ' ... the pandering to a moviegoing audience dominated by young males is all too calculated .,It 's a boom-box of a movie that might have been titled ` The Loud and the Ludicrous ' ... the pandering to a moviegoing audience dominated by young males is all too calculated .,146399,0.44444,Neutral,2
6784,"An unbelievably stupid film , though occasionally fun enough to make you forget its absurdity .","An unbelievably stupid film , though occasionally fun enough to make you forget its absurdity .",143763,0.30556,Negative,1
6785,The first Fatal Attraction was vile enough .,The first Fatal Attraction was vile enough .,226287,0.15278,Very_Negative,0
6786,Do we really need the Tiger Beat version ?,Do we really need the Tiger Beat version ?,223170,0.38889,Negative,1
6787,"This Bond film goes off the beaten path , not necessarily for the better .","This Bond film goes off the beaten path , not necessarily for the better .",150157,0.34722,Negative,1
6788,The problem is that the movie has no idea of it is serious or not .,The problem is that the movie has no idea of it is serious or not .,149767,0.29167,Negative,1
6789,"When the fire burns out , we 've only come face-to-face with a couple dragons and that 's where the film ultimately fails .","When the fire burns out , we 've only come face-to-face with a couple dragons and that 's where the film ultimately fails .",150888,0.26389,Negative,1
6790,It would work much better as a one-hour TV documentary .,It would work much better as a one-hour TV documentary .,146778,0.40278,Neutral,2
6791,The elements were all there but lack of a pyschological center knocks it flat .,The elements were all there but lack of a pyschological center knocks it flat .,149333,0.38889,Negative,1
6792,Anemic chronicle of money grubbing New Yorkers and their serial loveless hook ups .,Anemic chronicle of money grubbing New Yorkers and their serial loveless hook ups .,143812,0.40278,Neutral,2
6793,Simply does n't have sufficient heft to justify its two-hour running time .,Simply does n't have sufficient heft to justify its two-hour running time .,148602,0.44444,Neutral,2
6794,An unsuccessful attempt at a movie of ideas .,An unsuccessful attempt at a movie of ideas .,143792,0.22222,Negative,1
6795,"Queen of the Damned as you might have guessed , makes sorry use of Aaliyah in her one and only starring role -- she does little here but point at things that explode into flame .","Queen of the Damned as you might have guessed , makes sorry use of Aaliyah in her one and only starring role -- she does little here but point at things that explode into flame .",148220,0.29167,Negative,1
6796,"This toothless Dog , already on cable , loses all bite on the big screen .","This toothless Dog , already on cable , loses all bite on the big screen .",150329,0.26389,Negative,1
6797,"It made me feel unclean , and I 'm the guy who liked There 's Something About Mary and both American Pie movies .","It made me feel unclean , and I 'm the guy who liked There 's Something About Mary and both American Pie movies .",224357,0.11111,Very_Negative,0
6798,"Oh , and Booty Call .","Oh , and Booty Call .",225283,0.55556,Neutral,2
6799,"Not only is it hokey , manipulative and as bland as Wonder Bread dipped in milk , but it also does the absolute last thing we need Hollywood doing to us : It preaches .","Not only is it hokey , manipulative and as bland as Wonder Bread dipped in milk , but it also does the absolute last thing we need Hollywood doing to us : It preaches .",147794,0.23611,Negative,1
6800,"It 's so crammed with scenes and vistas and pretty moments that it 's left a few crucial things out , like character development and coherence .","It 's so crammed with scenes and vistas and pretty moments that it 's left a few crucial things out , like character development and coherence .",146616,0.20833,Negative,1
6801,Serving Sara should be served an eviction notice at every theater stuck with it .,Serving Sara should be served an eviction notice at every theater stuck with it .,148500,0.34722,Negative,1
6802,Director Roger Michell does so many of the little things right that it 's difficult not to cuss him out severely for bungling the big stuff .,Director Roger Michell does so many of the little things right that it 's difficult not to cuss him out severely for bungling the big stuff .,144877,0.41667,Neutral,2
6803,"A loud , low-budget and tired formula film that arrives cloaked in the euphemism ` urban drama . '","A loud , low-budget and tired formula film that arrives cloaked in the euphemism ` urban drama . '",143183,0.16667,Very_Negative,0
6805,"A pathetic exploitation film that tries to seem sincere , and just seems worse for the effort .","A pathetic exploitation film that tries to seem sincere , and just seems worse for the effort .",143259,0.055556,Very_Negative,0
6806,"At some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .","At some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",143950,0.27778,Negative,1
6807,"Despite some charm and heart , this quirky soccer import is forgettable","Despite some charm and heart , this quirky soccer import is forgettable",144808,0.33333,Negative,1
6808,"Meyjes 's movie , like Max Rothman 's future , does not work .","Meyjes 's movie , like Max Rothman 's future , does not work .",147434,0.22222,Negative,1
6809,What 's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy .,What 's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy .,150802,0.29167,Negative,1
6810,Schneidermeister ... Makin ' a fool of himself ... Losin ' his fan base ...,Schneidermeister ... Makin ' a fool of himself ... Losin ' his fan base ...,148432,0.29167,Negative,1
6811,"An ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance .","An ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance .",143709,0.44444,Neutral,2
6812,Not once does it come close to being exciting .,Not once does it come close to being exciting .,147790,0.20833,Negative,1
6813,"A Frankenstein mishmash that careens from dark satire to cartoonish slapstick , Bartleby performs neither one very well .","A Frankenstein mishmash that careens from dark satire to cartoonish slapstick , Bartleby performs neither one very well .",142979,0.41667,Neutral,2
6814,"It plays like a big-budget , after-school special with a generous cast , who at times lift the material from its well-meaning clunkiness .","It plays like a big-budget , after-school special with a generous cast , who at times lift the material from its well-meaning clunkiness .",146733,0.52778,Neutral,2
6815,There 's something not entirely convincing about The Quiet American .,There 's something not entirely convincing about The Quiet American .,150066,0.5,Neutral,2
6816,And that holds true for both the movie and the title character played by Brendan Fraser .,And that holds true for both the movie and the title character played by Brendan Fraser .,222373,0.5,Neutral,2
6817,One of those strained caper movies that 's hardly any fun to watch and begins to vaporize from your memory minutes after it ends .,One of those strained caper movies that 's hardly any fun to watch and begins to vaporize from your memory minutes after it ends .,147923,0.097222,Very_Negative,0
6818,Needed a little less bling-bling and a lot more romance .,Needed a little less bling-bling and a lot more romance .,147629,0.375,Negative,1
6819,"The ending does n't work ... but most of the movie works so well I 'm almost recommending it , anyway -- maybe not to everybody , but certainly to people with a curiosity about how a movie can go very right , and then step wrong .","The ending does n't work ... but most of the movie works so well I 'm almost recommending it , anyway -- maybe not to everybody , but certainly to people with a curiosity about how a movie can go very right , and then step wrong .",149339,0.51389,Neutral,2
6820,It 's hard to believe these jokers are supposed to have pulled off four similar kidnappings before .,It 's hard to believe these jokers are supposed to have pulled off four similar kidnappings before .,146496,0.26389,Negative,1
6821,I 'm not exactly sure what this movie thinks it is about .,I 'm not exactly sure what this movie thinks it is about .,145949,0.34722,Negative,1
6822,Cal is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes .,Cal is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes .,144349,0.23611,Negative,1
6823,So brisk is Wang 's pacing that none of the excellent cast are given air to breathe .,So brisk is Wang 's pacing that none of the excellent cast are given air to breathe .,148666,0.47222,Neutral,2
6824,"The bottom line , at least in my opinion , is Imposter makes a better short story than it does a film .","The bottom line , at least in my opinion , is Imposter makes a better short story than it does a film .",149246,0.26389,Negative,1
6825,"Some elements of it really blow the big one , but other parts are decent .","Some elements of it really blow the big one , but other parts are decent .",148733,0.48611,Neutral,2
6826,It is just too bad the film 's story does not live up to its style .,It is just too bad the film 's story does not live up to its style .,146702,0.29167,Negative,1
6827,"Unless you 're a fanatic , the best advice is : ` Scooby ' do n't .","Unless you 're a fanatic , the best advice is : ` Scooby ' do n't .",150584,0.22222,Negative,1
6828,A cautionary tale about the folly of superficiality that is itself endlessly superficial .,A cautionary tale about the folly of superficiality that is itself endlessly superficial .,143029,0.38889,Negative,1
6829,For single digits kidlets Stuart Little 2 is still a no brainer .,For single digits kidlets Stuart Little 2 is still a no brainer .,145442,0.59722,Neutral,2
6830,"If you 're looking to rekindle the magic of the first film , you 'll need a stronger stomach than us .","If you 're looking to rekindle the magic of the first film , you 'll need a stronger stomach than us .",146230,0.26389,Negative,1
6831,"Shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera .","Shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera .",148579,0.26389,Negative,1
6832,"Contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed-down approach wears thin .","Contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed-down approach wears thin .",144602,0.26389,Negative,1
6833,Nothing more than a widget cranked out on an assembly line to see if stupid Americans will get a kick out of goofy Brits with cute accents performing ages-old slapstick and unfunny tricks .,Nothing more than a widget cranked out on an assembly line to see if stupid Americans will get a kick out of goofy Brits with cute accents performing ages-old slapstick and unfunny tricks .,147821,0.30556,Negative,1
6834,This is a film tailor-made for those who when they were in high school would choose the Cliff-Notes over reading a full-length classic .,This is a film tailor-made for those who when they were in high school would choose the Cliff-Notes over reading a full-length classic .,150209,0.27778,Negative,1
6835,The movie is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads .,The movie is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads .,149610,0.22222,Negative,1
6836,"A jumbled fantasy comedy that did not figure out a coherent game plan at scripting , shooting or post-production stages .","A jumbled fantasy comedy that did not figure out a coherent game plan at scripting , shooting or post-production stages .",143158,0.27778,Negative,1
6837,A sad and rote exercise in milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title would imply .,A sad and rote exercise in milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title would imply .,143310,0.20833,Negative,1
6838,"Personal Velocity ought to be exploring these women 's inner lives , but it never moves beyond their surfaces .","Personal Velocity ought to be exploring these women 's inner lives , but it never moves beyond their surfaces .",148073,0.5,Neutral,2
6841,"Two big things are missing -- anything approaching a visceral kick , and anything approaching even a vague reason to sit through it all .","Two big things are missing -- anything approaching a visceral kick , and anything approaching even a vague reason to sit through it all .",150535,0.36111,Negative,1
6842,A fascinating but choppy documentary .,A fascinating but choppy documentary .,143091,0.58333,Neutral,2
6843,Scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres graced with its company .,Scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres graced with its company .,225695,0.18056,Very_Negative,0
6844,"The doofus-on - the-loose banter of Welcome to Collinwood has a cocky , after-hours loopiness to it .","The doofus-on - the-loose banter of Welcome to Collinwood has a cocky , after-hours loopiness to it .",149315,0.47222,Neutral,2
6845,"And as with most late-night bull sessions , eventually the content is n't nearly as captivating as the rowdy participants think it is .","And as with most late-night bull sessions , eventually the content is n't nearly as captivating as the rowdy participants think it is .",222348,0.27778,Negative,1
6846,"Too stagey , talky -- and long -- for its own good .","Too stagey , talky -- and long -- for its own good .",150481,0.33333,Negative,1
6847,Apparently reassembled from the cutting-room floor of any given daytime soap .,Apparently reassembled from the cutting-room floor of any given daytime soap .,143860,0.23611,Negative,1
6848,The sinister inspiration that fuelled DeVito 's early work is confused in Death to Smoochy into something both ugly and mindless .,The sinister inspiration that fuelled DeVito 's early work is confused in Death to Smoochy into something both ugly and mindless .,149832,0.19444,Very_Negative,0
6849,"Despite Auteuil 's performance , it 's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug .","Despite Auteuil 's performance , it 's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug .",144787,0.30556,Negative,1
6850,Director Boris von Sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,Director Boris von Sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,144858,0.41667,Neutral,2
6851,... little more than a well-acted television melodrama shot for the big screen .,... little more than a well-acted television melodrama shot for the big screen .,142796,0.48611,Neutral,2
6852,Never comes together as a coherent whole .,Never comes together as a coherent whole .,147648,0.23611,Negative,1
6853,An unintentionally surreal kid 's picture ... in which actors in bad bear suits enact a sort of inter-species parody of a VH1 Behind the Music episode .,An unintentionally surreal kid 's picture ... in which actors in bad bear suits enact a sort of inter-species parody of a VH1 Behind the Music episode .,143781,0.22222,Negative,1
6854,"First , for a movie that tries to be smart , it 's kinda dumb .","First , for a movie that tries to be smart , it 's kinda dumb .",223370,0.25,Negative,1
6855,"And second , what 's with all the shooting ?","And second , what 's with all the shooting ?",222370,0.36111,Negative,1
6856,Do n't even bother to rent this on video .,Do n't even bother to rent this on video .,144915,0.083333,Very_Negative,0
6857,"There is something in Full Frontal , I guess , about artifice and acting and how it distorts reality for people who make movies and watch them , but like most movie riddles , it works only if you have an interest in the characters you see .","There is something in Full Frontal , I guess , about artifice and acting and how it distorts reality for people who make movies and watch them , but like most movie riddles , it works only if you have an interest in the characters you see .",150121,0.36111,Negative,1
6858,This is the kind of movie that gets a quick release before real contenders arrive in September .,This is the kind of movie that gets a quick release before real contenders arrive in September .,150251,0.16667,Very_Negative,0
6859,"Not counting a few gross-out comedies I 've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes .","Not counting a few gross-out comedies I 've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes .",147781,0.027778,Very_Negative,0
6860,"Plays like one long , meandering sketch inspired by the works of John Waters and Todd Solondz , rather than a fully developed story .","Plays like one long , meandering sketch inspired by the works of John Waters and Todd Solondz , rather than a fully developed story .",148120,0.38889,Negative,1
6861,"The film does n't have enough innovation or pizazz to attract teenagers , and it lacks the novel charm that made Spy Kids a surprising winner with both adults and younger audiences .","The film does n't have enough innovation or pizazz to attract teenagers , and it lacks the novel charm that made Spy Kids a surprising winner with both adults and younger audiences .",149396,0.18056,Very_Negative,0
6862,A mawkish self-parody that plays like some weird Masterpiece Theater sketch with neither a point of view nor a compelling reason for being .,A mawkish self-parody that plays like some weird Masterpiece Theater sketch with neither a point of view nor a compelling reason for being .,143193,0.26389,Negative,1
6863,An average B-movie with no aspirations to be anything more .,An average B-movie with no aspirations to be anything more .,143719,0.31944,Negative,1
6864,"Bartlett 's hero remains a reactive cipher , when opening the man 's head and heart is the only imaginable reason for the film to be made .","Bartlett 's hero remains a reactive cipher , when opening the man 's head and heart is the only imaginable reason for the film to be made .",144051,0.40278,Neutral,2
6865,Gibney and Jarecki just want to string the bastard up .,Gibney and Jarecki just want to string the bastard up .,145569,0.44444,Neutral,2
6866,"The plot is plastered with one Hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults .","The plot is plastered with one Hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults .",149739,0.22222,Negative,1
6867,Less worrying about covering all the drama in Frida 's life and more time spent exploring her process of turning pain into art would have made this a superior movie .,Less worrying about covering all the drama in Frida 's life and more time spent exploring her process of turning pain into art would have made this a superior movie .,147132,0.44444,Neutral,2
6868,A film that suffers because of its many excesses .,A film that suffers because of its many excesses .,143095,0.27778,Negative,1
6869,Too bland and fustily tasteful to be truly prurient .,Too bland and fustily tasteful to be truly prurient .,150429,0.26389,Negative,1
6870,"In any case , I would recommend Big Bad Love only to Winger fans who have missed her since 1995 's Forget Paris .","In any case , I would recommend Big Bad Love only to Winger fans who have missed her since 1995 's Forget Paris .",224011,0.38889,Negative,1
6871,"But even then , I 'd recommend waiting for DVD and just skipping straight to her scenes .","But even then , I 'd recommend waiting for DVD and just skipping straight to her scenes .",222738,0.375,Negative,1
