sentence_index,sentence,phrase,phrase_id,sentiment_value,sentiment_class,sentiment_cls_value,splitset_label
5782,Skip the film and buy the Philip Glass soundtrack CD .,Skip the film and buy the Philip Glass soundtrack CD .,108998,0.11111,Very_Negative,0,1
5783,Feels like a cold old man going through the motions .,Feels like a cold old man going through the motions .,105791,0.25,Negative,1,1
5784,Dignified CEO 's meet at a rustic retreat and pee against a tree .,Dignified CEO 's meet at a rustic retreat and pee against a tree .,223140,0.33333,Negative,1,1
5785,Can you bear the laughter ?,Can you bear the laughter ?,104983,0.77778,Positive,3,1
5786,"Dull and mechanical , kinda like a very goofy museum exhibit","Dull and mechanical , kinda like a very goofy museum exhibit",105549,0.59722,Neutral,2,1
5787,"There 's no point of view , no contemporary interpretation of Joan 's prefeminist plight , so we 're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .","There 's no point of view , no contemporary interpretation of Joan 's prefeminist plight , so we 're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .",110318,0.33333,Negative,1,1
5788,Beware the quirky Brit-com .,Beware the quirky Brit-com .,222613,0.34722,Negative,1,1
5789,They can and will turn on a dime from oddly humorous to tediously sentimental .,They can and will turn on a dime from oddly humorous to tediously sentimental .,110397,0.69444,Positive,3,1
5790,Has its moments -- and almost as many subplots .,Has its moments -- and almost as many subplots .,106172,0.63889,Positive,3,1
5791,"The gags , and the script , are a mixed bag .","The gags , and the script , are a mixed bag .",109877,0.38889,Negative,1,1
5792,Completely awful Iranian drama ... as much fun as a grouchy ayatollah in a cold mosque .,Completely awful Iranian drama ... as much fun as a grouchy ayatollah in a cold mosque .,105176,0.19444,Very_Negative,0,1
5793,"Narratively , Trouble Every Day is a plodding mess .","Narratively , Trouble Every Day is a plodding mess .",107941,0.22222,Negative,1,1
5794,There 's no point in extracting the bare bones of Byatt 's plot for purposes of bland Hollywood romance .,There 's no point in extracting the bare bones of Byatt 's plot for purposes of bland Hollywood romance .,110313,0.34722,Negative,1,1
5795,"Directors John Musker and Ron Clements , the team behind The Little Mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space .","Directors John Musker and Ron Clements , the team behind The Little Mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space .",105472,0.47222,Neutral,2,1
5796,"Adam Sandler 's heart may be in the right place , but he needs to pull his head out of his butt","Adam Sandler 's heart may be in the right place , but he needs to pull his head out of his butt",104078,0.23611,Negative,1,1
5797,"There 's no doubting that this is a highly ambitious and personal project for Egoyan , but it 's also one that , next to his best work , feels clumsy and convoluted .","There 's no doubting that this is a highly ambitious and personal project for Egoyan , but it 's also one that , next to his best work , feels clumsy and convoluted .",110310,0.51389,Neutral,2,1
5798,"Despite engaging offbeat touches , Knockaround Guys rarely seems interested in kicking around a raison d'etre that 's as fresh-faced as its young-guns cast .","Despite engaging offbeat touches , Knockaround Guys rarely seems interested in kicking around a raison d'etre that 's as fresh-faced as its young-guns cast .",105385,0.375,Negative,1,1
5799,It 's all pretty tame .,It 's all pretty tame .,106829,0.43056,Neutral,2,1
5800,The most offensive thing about the movie is that Hollywood expects people to pay to see it .,The most offensive thing about the movie is that Hollywood expects people to pay to see it .,109978,0.18056,Very_Negative,0,1
5801,The movie is a mess from start to finish .,The movie is a mess from start to finish .,109993,0.34722,Negative,1,1
5802,"The trouble with making this queen a thoroughly modern maiden is that it also makes her appear foolish and shallow rather than , as was more likely , a victim of mental illness .","The trouble with making this queen a thoroughly modern maiden is that it also makes her appear foolish and shallow rather than , as was more likely , a victim of mental illness .",110220,0.29167,Negative,1,1
5803,"I 'm not saying that Ice Age does n't have some fairly pretty pictures , but there 's not enough substance in the story to actually give them life .","I 'm not saying that Ice Age does n't have some fairly pretty pictures , but there 's not enough substance in the story to actually give them life .",106394,0.54167,Neutral,2,1
5804,"In the telling of a story largely untold , Bui chooses to produce something that is ultimately suspiciously familiar .","In the telling of a story largely untold , Bui chooses to produce something that is ultimately suspiciously familiar .",106718,0.59722,Neutral,2,1
5806,Terminally brain dead production .,Terminally brain dead production .,109370,0.11111,Very_Negative,0,1
5807,"Some episodes work , some do n't .","Some episodes work , some do n't .",109051,0.33333,Negative,1,1
5808,Beautifully filmed and well acted ... but admittedly problematic in its narrative specifics .,Beautifully filmed and well acted ... but admittedly problematic in its narrative specifics .,104659,0.63889,Positive,3,1
5809,"J. Lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : She 's a pretty woman , but she 's no working girl .","J. Lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : She 's a pretty woman , but she 's no working girl .",224428,0.625,Positive,3,1
5810,"Rymer does n't trust laughs -- and does n't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects .","Rymer does n't trust laughs -- and does n't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects .",108713,0.20833,Negative,1,1
5811,"Not only are the film 's Sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .","Not only are the film 's Sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .",108065,0.055556,Very_Negative,0,1
5812,Wow .,Wow .,227228,0.63889,Positive,3,1
5813,I have not been this disappointed by a movie in a long time .,I have not been this disappointed by a movie in a long time .,106476,0.097222,Very_Negative,0,1
5814,"Off the Hook is overlong and not well-acted , but credit writer-producer-director Adam Watstein with finishing it at all .","Off the Hook is overlong and not well-acted , but credit writer-producer-director Adam Watstein with finishing it at all .",108107,0.25,Negative,1,1
5815,It 's a drag how Nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .,It 's a drag how Nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .,106803,0.11111,Very_Negative,0,1
5816,"Watching Harris ham it up while physically and emotionally disintegrating over the course of the movie has a certain poignancy in light of his recent death , but Boyd 's film offers little else of consequence .","Watching Harris ham it up while physically and emotionally disintegrating over the course of the movie has a certain poignancy in light of his recent death , but Boyd 's film offers little else of consequence .",110951,0.43056,Neutral,2,1
5817,"It 's also curious to note that this film , like the similarly ill-timed Antitrust , is easily as bad at a fraction the budget .","It 's also curious to note that this film , like the similarly ill-timed Antitrust , is easily as bad at a fraction the budget .",106831,0.16667,Very_Negative,0,1
5818,Will probably be one of those movies barely registering a blip on the radar screen of 2002 .,Will probably be one of those movies barely registering a blip on the radar screen of 2002 .,111161,0.16667,Very_Negative,0,1
5819,"The problem is not that it 's all derivative , because plenty of funny movies recycle old tropes .","The problem is not that it 's all derivative , because plenty of funny movies recycle old tropes .",110097,0.43056,Neutral,2,1
5820,The problem is that Van Wilder does little that is actually funny with the material .,The problem is that Van Wilder does little that is actually funny with the material .,110099,0.25,Negative,1,1
5821,There 's nothing interesting in Unfaithful whatsoever .,There 's nothing interesting in Unfaithful whatsoever .,110324,0.0,Very_Negative,0,1
5822,None of this is half as moving as the filmmakers seem to think .,None of this is half as moving as the filmmakers seem to think .,108028,0.25,Negative,1,1
5823,A processed comedy chop suey .,A processed comedy chop suey .,103812,0.36111,Negative,1,1
5824,"As spent screen series go , Star Trek : Nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there 's nothing to drink .","As spent screen series go , Star Trek : Nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there 's nothing to drink .",104516,0.40278,Neutral,2,1
5825,"Fails as a dystopian movie , as a retooling of Fahrenheit 451 , and even as a rip-off of The Matrix .","Fails as a dystopian movie , as a retooling of Fahrenheit 451 , and even as a rip-off of The Matrix .",105765,0.13889,Very_Negative,0,1
5826,Full of the kind of obnoxious chitchat that only self-aware neurotics engage in .,Full of the kind of obnoxious chitchat that only self-aware neurotics engage in .,105927,0.22222,Negative,1,1
5827,"An erotic thriller that 's neither too erotic nor very thrilling , either .","An erotic thriller that 's neither too erotic nor very thrilling , either .",104311,0.069444,Very_Negative,0,1
5828,"The movie , like Bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes .","The movie , like Bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes .",109986,0.34722,Negative,1,1
5829,With its parade of almost perpetually wasted characters ... Margarita feels like a hazy high that takes too long to shake .,With its parade of almost perpetually wasted characters ... Margarita feels like a hazy high that takes too long to shake .,111203,0.27778,Negative,1,1
5830,"If you value your time and money , find an escape clause and avoid seeing this trite , predictable rehash .","If you value your time and money , find an escape clause and avoid seeing this trite , predictable rehash .",106653,0.16667,Very_Negative,0,1
5831,"The director and her capable cast appear to be caught in a heady whirl of New Age-inspired good intentions , but the spell they cast is n't the least bit mesmerizing .","The director and her capable cast appear to be caught in a heady whirl of New Age-inspired good intentions , but the spell they cast is n't the least bit mesmerizing .",109712,0.47222,Neutral,2,1
5832,Everything is pegged into the groove of a New York dating comedy with ` issues ' to simplify .,Everything is pegged into the groove of a New York dating comedy with ` issues ' to simplify .,105719,0.51389,Neutral,2,1
5833,A dramatic comedy as pleasantly dishonest and pat as any Hollywood fluff .,A dramatic comedy as pleasantly dishonest and pat as any Hollywood fluff .,103539,0.38889,Negative,1,1
5834,"The cameo-packed , M : I-2-spoofing title sequence is the funniest 5 minutes to date in this spy comedy franchise ... Then Mike Myers shows up and ruins everything .","The cameo-packed , M : I-2-spoofing title sequence is the funniest 5 minutes to date in this spy comedy franchise ... Then Mike Myers shows up and ruins everything .",109641,0.51389,Neutral,2,1
5835,"It comes off as so silly that you would n't be surprised if BA , Murdock and rest of the A-Team were seen giving chase in a black and red van .","It comes off as so silly that you would n't be surprised if BA , Murdock and rest of the A-Team were seen giving chase in a black and red van .",106990,0.45833,Neutral,2,1
5836,The 50-something lovebirds are too immature and unappealing to care about .,The 50-something lovebirds are too immature and unappealing to care about .,109403,0.18056,Very_Negative,0,1
5837,"So genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen .","So genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen .",225832,0.66667,Positive,3,1
5838,"It never is , not fully .","It never is , not fully .",224382,0.44444,Neutral,2,1
5839,"Even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .","Even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .",105683,0.25,Negative,1,1
5840,"What with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time .","What with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time .",111060,0.33333,Negative,1,1
5842,"Plodding , peevish and gimmicky .","Plodding , peevish and gimmicky .",108415,0.20833,Negative,1,1
5843,"The Four Feathers is definitely horse feathers , but if you go in knowing that , you might have fun in this cinematic sandbox .","The Four Feathers is definitely horse feathers , but if you go in knowing that , you might have fun in this cinematic sandbox .",109421,0.68056,Positive,3,1
5844,Oozes condescension from every pore .,Oozes condescension from every pore .,108223,0.52778,Neutral,2,1
5845,`` Solaris '' is a shapeless inconsequential move relying on the viewer to do most of the work .,`` Solaris '' is a shapeless inconsequential move relying on the viewer to do most of the work .,227588,0.13889,Very_Negative,0,1
5846,"The direction , by George Hickenlooper , has no snap to it , no wiseacre crackle or hard-bitten cynicism .","The direction , by George Hickenlooper , has no snap to it , no wiseacre crackle or hard-bitten cynicism .",109700,0.31944,Negative,1,1
5847,"Though this saga would be terrific to read about , it is dicey screen material that only a genius should touch .","Though this saga would be terrific to read about , it is dicey screen material that only a genius should touch .",110617,0.63889,Positive,3,1
5848,It has plenty of laughs .,It has plenty of laughs .,224313,0.75,Positive,3,1
5849,It just does n't have much else ... especially in a moral sense .,It just does n't have much else ... especially in a moral sense .,224344,0.43056,Neutral,2,1
5851,"Confusion is one of my least favourite emotions , especially when I have to put up with 146 minutes of it .","Confusion is one of my least favourite emotions , especially when I have to put up with 146 minutes of it .",222991,0.055556,Very_Negative,0,1
5853,"Occasionally loud and offensive , but more often , it simply lulls you into a gentle waking coma .","Occasionally loud and offensive , but more often , it simply lulls you into a gentle waking coma .",108092,0.31944,Negative,1,1
5854,it may play well as a double feature with mainstream foreign mush like My Big Fat Greek Wedding,it may play well as a double feature with mainstream foreign mush like My Big Fat Greek Wedding,125054,0.51389,Neutral,2,1
5855,"By the time you reach the finale , you 're likely wondering why you 've been watching all this strutting and posturing .","By the time you reach the finale , you 're likely wondering why you 've been watching all this strutting and posturing .",104939,0.15278,Very_Negative,0,1
5856,"Journalistically dubious , inept and often lethally dull .","Journalistically dubious , inept and often lethally dull .",107229,0.055556,Very_Negative,0,1
5857,Putting the primitive murderer inside a high-tech space station unleashes a Pandora 's Box of special effects that run the gamut from cheesy to cheesier to cheesiest .,Putting the primitive murderer inside a high-tech space station unleashes a Pandora 's Box of special effects that run the gamut from cheesy to cheesier to cheesiest .,108514,0.36111,Negative,1,1
5858,"At its best , it 's Black Hawk Down with more heart .","At its best , it 's Black Hawk Down with more heart .",222494,0.69444,Positive,3,1
5859,"At its worst , it 's Rambo - meets-John Ford .","At its worst , it 's Rambo - meets-John Ford .",222496,0.5,Neutral,2,1
5860,Exactly what you 'd expect from a guy named Kaos .,Exactly what you 'd expect from a guy named Kaos .,105727,0.44444,Neutral,2,1
5861,This movie ... does n't deserve the energy it takes to describe how bad it is .,This movie ... does n't deserve the energy it takes to describe how bad it is .,110532,0.22222,Negative,1,1
5862,"With or without ballast tanks , K-19 sinks to a Harrison Ford low .","With or without ballast tanks , K-19 sinks to a Harrison Ford low .",111205,0.30556,Negative,1,1
5863,Director Oliver Parker labors so hard to whip life into The Importance of Being Earnest that he probably pulled a muscle or two .,Director Oliver Parker labors so hard to whip life into The Importance of Being Earnest that he probably pulled a muscle or two .,105452,0.47222,Neutral,2,1
5864,You might be shocked to discover that Seinfeld 's real life is boring .,You might be shocked to discover that Seinfeld 's real life is boring .,111353,0.45833,Neutral,2,1
5865,"It 's not nearly as fresh or enjoyable as its predecessor , but there are enough high points to keep this from being a complete waste of time .","It 's not nearly as fresh or enjoyable as its predecessor , but there are enough high points to keep this from being a complete waste of time .",106932,0.63889,Positive,3,1
5866,Walsh ca n't quite negotiate the many inconsistencies in Janice 's behavior or compensate for them by sheer force of charm .,Walsh ca n't quite negotiate the many inconsistencies in Janice 's behavior or compensate for them by sheer force of charm .,110919,0.43056,Neutral,2,1
5867,This 10th film in the series looks and feels tired .,This 10th film in the series looks and feels tired .,110417,0.22222,Negative,1,1
5868,"It leers , offering next to little insight into its intriguing subject .","It leers , offering next to little insight into its intriguing subject .",107029,0.27778,Negative,1,1
5869,I found myself growing more and more frustrated and detached as Vincent became more and more abhorrent .,I found myself growing more and more frustrated and detached as Vincent became more and more abhorrent .,106449,0.30556,Negative,1,1
5870,One of the oddest and most inexplicable sequels in movie history .,One of the oddest and most inexplicable sequels in movie history .,108180,0.52778,Neutral,2,1
5871,There 's nothing to gain from watching They .,There 's nothing to gain from watching They .,110326,0.11111,Very_Negative,0,1
5872,It is n't scary .,It is n't scary .,224334,0.36111,Negative,1,1
5873,It hates its characters .,It hates its characters .,107007,0.22222,Negative,1,1
5874,It finds no way to entertain or inspire its viewers .,It finds no way to entertain or inspire its viewers .,107001,0.22222,Negative,1,1
5875,"Fear permeates the whole of Stortelling , Todd Solondz ' oftentimes funny , yet ultimately cowardly autocritique .","Fear permeates the whole of Stortelling , Todd Solondz ' oftentimes funny , yet ultimately cowardly autocritique .",105784,0.70833,Positive,3,1
5876,The skirmishes for power waged among victims and predators settle into an undistinguished rhythm of artificial suspense .,The skirmishes for power waged among victims and predators settle into an undistinguished rhythm of artificial suspense .,110164,0.33333,Negative,1,1
5877,"... Ice Age treads predictably along familiar territory , making it a passable family film that wo n't win many fans over the age of 12 .","... Ice Age treads predictably along familiar territory , making it a passable family film that wo n't win many fans over the age of 12 .",103179,0.43056,Neutral,2,1
5878,"Though the film is well-intentioned , one could rent the original and get the same love story and parable .","Though the film is well-intentioned , one could rent the original and get the same love story and parable .",110609,0.68056,Positive,3,1
5879,Just too silly and sophomoric to ensnare its target audience .,Just too silly and sophomoric to ensnare its target audience .,107263,0.29167,Negative,1,1
5880,"The video work is so grainy and rough , so dependent on being ` naturalistic ' rather than carefully lit and set up , that it 's exhausting to watch .","The video work is so grainy and rough , so dependent on being ` naturalistic ' rather than carefully lit and set up , that it 's exhausting to watch .",110243,0.43056,Neutral,2,1
5881,A cleverly crafted but ultimately hollow mockumentary .,A cleverly crafted but ultimately hollow mockumentary .,103481,0.375,Negative,1,1
5882,It gets bogged down by hit-and-miss topical humour before getting to the truly good stuff .,It gets bogged down by hit-and-miss topical humour before getting to the truly good stuff .,107004,0.44444,Neutral,2,1
5883,"An achingly enthralling premise , the film is hindered by uneven dialogue and plot lapses .","An achingly enthralling premise , the film is hindered by uneven dialogue and plot lapses .",104236,0.22222,Negative,1,1
5884,"It 's Tommy 's job to clean the peep booths surrounding her , and after viewing this one , you 'll feel like mopping up , too .","It 's Tommy 's job to clean the peep booths surrounding her , and after viewing this one , you 'll feel like mopping up , too .",106802,0.26389,Negative,1,1
5885,"Rifkin no doubt fancies himself something of a Hubert Selby Jr. , but there is n't an ounce of honest poetry in his entire script ; it 's simply crude and unrelentingly exploitative .","Rifkin no doubt fancies himself something of a Hubert Selby Jr. , but there is n't an ounce of honest poetry in his entire script ; it 's simply crude and unrelentingly exploitative .",225626,0.13889,Very_Negative,0,1
5886,Such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show .,Such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show .,109245,0.13889,Very_Negative,0,1
5887,"If you go into the theater expecting a scary , action-packed chiller , you might soon be looking for a sign .","If you go into the theater expecting a scary , action-packed chiller , you might soon be looking for a sign .",223980,0.27778,Negative,1,1
5888,"An EXIT sign , that is .","An EXIT sign , that is .",222280,0.27778,Negative,1,1
5889,"Holds limited appeal to those who like explosions , sadism and seeing people beat each other to a pulp .","Holds limited appeal to those who like explosions , sadism and seeing people beat each other to a pulp .",106260,0.52778,Neutral,2,1
5890,The dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .,The dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .,109696,0.29167,Negative,1,1
5891,"A feature-length , R-rated , road-trip version of Mama 's Family .","A feature-length , R-rated , road-trip version of Mama 's Family .",103554,0.56944,Neutral,2,1
5892,What you end up getting is the Vertical Limit of surfing movies - memorable stunts with lots of downtime in between .,What you end up getting is the Vertical Limit of surfing movies - memorable stunts with lots of downtime in between .,111062,0.41667,Neutral,2,1
5893,"Stealing Harvard does n't care about cleverness , wit or any other kind of intelligent humor .","Stealing Harvard does n't care about cleverness , wit or any other kind of intelligent humor .",109176,0.18056,Very_Negative,0,1
5894,"Bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly .","Bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly .",104740,0.23611,Negative,1,1
5895,"There 's undeniable enjoyment to be had from films crammed with movie references , but the fun wears thin -- then out -- when there 's nothing else happening .","There 's undeniable enjoyment to be had from films crammed with movie references , but the fun wears thin -- then out -- when there 's nothing else happening .",110342,0.625,Positive,3,1
5896,"Imagine Kevin Smith , the blasphemous bad boy of suburban Jersey , if he were stripped of most of his budget and all of his sense of humor .","Imagine Kevin Smith , the blasphemous bad boy of suburban Jersey , if he were stripped of most of his budget and all of his sense of humor .",223993,0.097222,Very_Negative,0,1
5897,The result might look like Vulgar .,The result might look like Vulgar .,110136,0.5,Neutral,2,1
5898,Suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as Dahmer demands .,Suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as Dahmer demands .,109257,0.16667,Very_Negative,0,1
5899,"What soured me on The Santa Clause 2 was that Santa bumps up against 21st century reality so hard , it 's icky .","What soured me on The Santa Clause 2 was that Santa bumps up against 21st century reality so hard , it 's icky .",111049,0.11111,Very_Negative,0,1
5900,It 's an 88-minute highlight reel that 's 86 minutes too long .,It 's an 88-minute highlight reel that 's 86 minutes too long .,106833,0.055556,Very_Negative,0,1
5902,Such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema .,Such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema .,109247,0.11111,Very_Negative,0,1
5903,"With the exception of McCoist , the players do n't have a clue on the park .","With the exception of McCoist , the players do n't have a clue on the park .",111208,0.38889,Negative,1,1
5904,The acting is n't much better .,The acting is n't much better .,109536,0.19444,Very_Negative,0,1
5905,The whole affair is as predictable as can be .,The whole affair is as predictable as can be .,110253,0.45833,Neutral,2,1
5906,A not-so-Divine Secrets of the Ya-Ya Sisterhood with a hefty helping of Re-Fried Green Tomatoes .,A not-so-Divine Secrets of the Ya-Ya Sisterhood with a hefty helping of Re-Fried Green Tomatoes .,103754,0.38889,Negative,1,1
5907,"This cloying , voices-from-the-other-side story is hell .","This cloying , voices-from-the-other-side story is hell .",110430,0.23611,Negative,1,1
5908,A suffocating rape-payback horror show that hinges on the subgenre 's most enabling victim ... and an ebullient affection for industrial-model meat freezers .,A suffocating rape-payback horror show that hinges on the subgenre 's most enabling victim ... and an ebullient affection for industrial-model meat freezers .,103935,0.73611,Positive,3,1
5909,"Star Trek was kind of terrific once , but now it is a copy of a copy of a copy .","Star Trek was kind of terrific once , but now it is a copy of a copy of a copy .",109166,0.375,Negative,1,1
5911,"Every potential twist is telegraphed well in advance , every performance respectably muted ; the movie itself seems to have been made under the influence of Rohypnol .","Every potential twist is telegraphed well in advance , every performance respectably muted ; the movie itself seems to have been made under the influence of Rohypnol .",105700,0.52778,Neutral,2,1
5912,Puts on airs of a Hal Hartley wannabe film -- without the vital comic ingredient of the hilarious writer-director himself .,Puts on airs of a Hal Hartley wannabe film -- without the vital comic ingredient of the hilarious writer-director himself .,108509,0.33333,Negative,1,1
5913,"Ver Wiel 's desperate attempt at wit is lost , leaving the character of Critical Jim two-dimensional and pointless .","Ver Wiel 's desperate attempt at wit is lost , leaving the character of Critical Jim two-dimensional and pointless .",110863,0.31944,Negative,1,1
5914,"Despite a performance of sustained intelligence from Stanford and another of subtle humour from Bebe Neuwirth , as an older woman who seduces Oscar , the film founders on its lack of empathy for the social milieu - rich New York intelligentsia - and its off","Despite a performance of sustained intelligence from Stanford and another of subtle humour from Bebe Neuwirth , as an older woman who seduces Oscar , the film founders on its lack of empathy for the social milieu - rich New York intelligentsia - and its off",223114,0.44444,Neutral,2,1
5915,"Although Disney follows its standard formula in this animated adventure , it feels more forced than usual .","Although Disney follows its standard formula in this animated adventure , it feels more forced than usual .",104180,0.38889,Negative,1,1
5917,"A sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .","A sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .",103871,0.30556,Negative,1,1
5919,The catch is that they 're stuck with a script that prevents them from firing on all cylinders .,The catch is that they 're stuck with a script that prevents them from firing on all cylinders .,226220,0.18056,Very_Negative,0,1
5920,"` You 'll laugh for not quite and hour and a half , but come out feeling strangely unsatisfied .","` You 'll laugh for not quite and hour and a half , but come out feeling strangely unsatisfied .",227387,0.5,Neutral,2,1
5921,You 'll feel like you ate a Reeses without the peanut butter ... ',You 'll feel like you ate a Reeses without the peanut butter ... ',227260,0.20833,Negative,1,1
5922,Gooding offers a desperately ingratiating performance .,Gooding offers a desperately ingratiating performance .,106040,0.38889,Negative,1,1
5923,"Parker should be commended for taking a fresh approach to familiar material , but his determination to remain true to the original text leads him to adopt a somewhat mannered tone ... that ultimately dulls the human tragedy at the story 's core .","Parker should be commended for taking a fresh approach to familiar material , but his determination to remain true to the original text leads him to adopt a somewhat mannered tone ... that ultimately dulls the human tragedy at the story 's core .",108293,0.56944,Neutral,2,1
5924,The director has injected self-consciousness into the proceedings at every turn .,The director has injected self-consciousness into the proceedings at every turn .,109713,0.40278,Neutral,2,1
5925,The results are far more alienating than involving .,The results are far more alienating than involving .,110137,0.31944,Negative,1,1
5926,Bogdanich is unashamedly pro-Serbian and makes little attempt to give voice to the other side .,Bogdanich is unashamedly pro-Serbian and makes little attempt to give voice to the other side .,104805,0.31944,Negative,1,1
5927,"A lack of thesis makes Maryam , in the end , play out with the intellectual and emotional impact of an after-school special .","A lack of thesis makes Maryam , in the end , play out with the intellectual and emotional impact of an after-school special .",103670,0.45833,Neutral,2,1
5928,"Without Shakespeare 's eloquent language , the update is dreary and sluggish .","Without Shakespeare 's eloquent language , the update is dreary and sluggish .",111221,0.15278,Very_Negative,0,1
5929,"If H.G. Wells had a time machine and could take a look at his kin 's reworked version , what would he say ?","If H.G. Wells had a time machine and could take a look at his kin 's reworked version , what would he say ?",223894,0.45833,Neutral,2,1
5930,"` It looks good , Sonny , but you missed the point . '","` It looks good , Sonny , but you missed the point . '",227367,0.31944,Negative,1,1
5931,"During The Tuxedo 's 90 minutes of screen time , there is n't one true ` Chan moment ' .","During The Tuxedo 's 90 minutes of screen time , there is n't one true ` Chan moment ' .",105555,0.23611,Negative,1,1
5932,"Bisset delivers a game performance , but she is unable to save the movie .","Bisset delivers a game performance , but she is unable to save the movie .",104759,0.56944,Neutral,2,1
5933,Watching Austin Powers in Goldmember is like binging on cotton candy .,Watching Austin Powers in Goldmember is like binging on cotton candy .,110937,0.63889,Positive,3,1
5934,"It 's sweet and fluffy at the time , but it may leave you feeling a little sticky and unsatisfied .","It 's sweet and fluffy at the time , but it may leave you feeling a little sticky and unsatisfied .",224251,0.31944,Negative,1,1
5935,The most anti-human big studio picture since 3000 Miles to Graceland .,The most anti-human big studio picture since 3000 Miles to Graceland .,109966,0.58333,Neutral,2,1
5936,The film can depress you about life itself .,The film can depress you about life itself .,109783,0.22222,Negative,1,1
5938,The acting is fine but the script is about as interesting as a recording of conversations at the Wal-Mart checkout line .,The acting is fine but the script is about as interesting as a recording of conversations at the Wal-Mart checkout line .,109535,0.31944,Negative,1,1
5939,"Its weighty themes are too grave for youngsters , but the story is too steeped in fairy tales and other childish things to appeal much to teenagers .","Its weighty themes are too grave for youngsters , but the story is too steeped in fairy tales and other childish things to appeal much to teenagers .",107120,0.375,Negative,1,1
5940,The plot plummets into a comedy graveyard before Janice comes racing to the rescue in the final reel .,The plot plummets into a comedy graveyard before Janice comes racing to the rescue in the final reel .,110091,0.44444,Neutral,2,1
5941,"Sometimes there are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely .","Sometimes there are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely .",109078,0.30556,Negative,1,1
5942,"At 90 minutes this movie is short , but it feels much longer .","At 90 minutes this movie is short , but it feels much longer .",104556,0.27778,Negative,1,1
5943,"Here 's my advice , Kev .","Here 's my advice , Kev .",223634,0.5,Neutral,2,1
5944,Start reading your scripts before signing that dotted line .,Start reading your scripts before signing that dotted line .,225945,0.22222,Negative,1,1
5945,An alternately raucous and sappy ethnic sitcom ... you 'd be wise to send your regrets .,An alternately raucous and sappy ethnic sitcom ... you 'd be wise to send your regrets .,104256,0.36111,Negative,1,1
5946,An ugly-duckling tale so hideously and clumsily told it feels accidental .,An ugly-duckling tale so hideously and clumsily told it feels accidental .,104372,0.097222,Very_Negative,0,1
5947,"Unfortunately , it 's also not very good .","Unfortunately , it 's also not very good .",226869,0.19444,Very_Negative,0,1
5948,Especially compared with the television series that inspired the movie .,Especially compared with the television series that inspired the movie .,223248,0.52778,Neutral,2,1
